transaction_id  ,user_id  ,device_id  ,amount_score  ,txn_count_last_24h  ,txn_amount_last_24h  ,avg_amount_30d  ,device_change_flag  ,location_change_flag  ,international_risk_flag
TXN10488,USR10488,DEV10488,17,2,1349,1142,0,1,0
TXN10489,USR10489,DEV10489,11,19,174,43721,1,1,0
TXN10490,USR10490,DEV10490,11,14,3231,34581,1,0,0
TXN10491,USR10491,DEV10491,69,14,147,2265,0,0,1
TXN10492,USR10492,DEV10492,47,13,132,62755,1,0,0
TXN10493,USR10493,DEV10493,94,49,22598,41895,0,0,1
TXN10494,USR10494,DEV10494,5,5,606,18879,0,1,0
TXN10495,USR10495,DEV10495,19,36,12315,59183,0,1,1
TXN10496,USR10496,DEV10496,1,9,15664,56061,1,1,0
TXN10497,USR10497,DEV10497,0,3,16394,224,1,0,1
TXN10498,USR10498,DEV10498,82,24,91828,6366,1,0,0
TXN10499,USR10499,DEV10499,47,1,79309,4582,1,1,0
TXN10500,USR10500,DEV10500,1,26,26815,7672,1,0,1
TXN10501,USR10501,DEV10501,47,42,157876,901,0,0,0
TXN10502,USR10502,DEV10502,22,1,11249,11155,1,1,0
TXN10503,USR10503,DEV10503,71,17,115485,1792,1,1,0
TXN10504,USR10504,DEV10504,16,6,32381,85813,0,0,0
TXN10505,USR10505,DEV10505,33,3,127981,21769,1,1,0
TXN10506,USR10506,DEV10506,9,5,173953,27249,0,1,0
TXN10507,USR10507,DEV10507,0,1,14516,2007,1,1,1
TXN10508,USR10508,DEV10508,2,1,31858,3583,1,0,0
TXN10509,USR10509,DEV10509,0,39,78406,24935,1,0,1
TXN10510,USR10510,DEV10510,78,16,139334,47459,1,1,0
TXN10511,USR10511,DEV10511,72,32,132267,1115,0,1,1
TXN10512,USR10512,DEV10512,98,7,65457,90121,1,1,0
TXN10513,USR10513,DEV10513,12,38,31736,39095,0,0,0
TXN10514,USR10514,DEV10514,99,0,59233,28144,1,0,0
TXN10515,USR10515,DEV10515,42,0,168410,10166,0,1,0
TXN10516,USR10516,DEV10516,0,7,37125,4760,0,0,1
TXN10517,USR10517,DEV10517,30,43,41,586,1,1,0
TXN10518,USR10518,DEV10518,19,0,44964,53872,1,1,1
TXN10519,USR10519,DEV10519,40,1,26775,9624,0,0,0
TXN10520,USR10520,DEV10520,0,48,3304,57620,0,1,1
TXN10521,USR10521,DEV10521,11,35,6749,6670,0,0,1
TXN10522,USR10522,DEV10522,0,1,64225,64896,0,0,1
TXN10523,USR10523,DEV10523,15,0,33116,63322,1,1,0
TXN10524,USR10524,DEV10524,1,25,5174,42293,1,0,1
TXN10525,USR10525,DEV10525,12,9,54483,21959,0,1,0
TXN10526,USR10526,DEV10526,44,15,60420,92274,0,0,1
TXN10527,USR10527,DEV10527,13,43,37175,5697,0,0,1
TXN10528,USR10528,DEV10528,36,33,3503,96880,0,1,1
TXN10529,USR10529,DEV10529,0,8,863,247,1,1,0
TXN10530,USR10530,DEV10530,67,46,22358,94092,1,1,0
TXN10531,USR10531,DEV10531,0,3,83133,26012,1,0,0
TXN10532,USR10532,DEV10532,36,10,195426,18895,0,0,1
TXN10533,USR10533,DEV10533,22,1,53415,90467,1,1,0
TXN10534,USR10534,DEV10534,5,25,115331,49736,1,1,0
TXN10535,USR10535,DEV10535,44,1,115677,1529,0,0,1
TXN10536,USR10536,DEV10536,1,1,175496,2673,0,1,1
TXN10537,USR10537,DEV10537,23,16,20519,50993,0,0,0
TXN10538,USR10538,DEV10538,4,13,176360,20696,0,0,0
TXN10539,USR10539,DEV10539,11,42,9651,4,0,1,1
TXN10540,USR10540,DEV10540,20,15,85507,499,0,1,1
TXN10541,USR10541,DEV10541,1,50,32257,65922,1,1,1
TXN10542,USR10542,DEV10542,30,6,118461,79889,0,1,0
TXN10543,USR10543,DEV10543,20,4,1516,22750,1,1,0
TXN10544,USR10544,DEV10544,26,15,163,1211,1,1,0
TXN10545,USR10545,DEV10545,98,31,74635,18,0,0,0
TXN10546,USR10546,DEV10546,9,2,172052,92430,0,1,1
TXN10547,USR10547,DEV10547,4,7,22555,29173,0,0,1
TXN10548,USR10548,DEV10548,76,6,103738,79996,1,0,1
TXN10549,USR10549,DEV10549,2,4,69760,74924,0,0,1
TXN10550,USR10550,DEV10550,17,2,117524,26633,1,1,1
TXN10551,USR10551,DEV10551,6,23,19849,93144,1,1,1
TXN10552,USR10552,DEV10552,4,8,25839,37665,1,1,0
TXN10553,USR10553,DEV10553,7,1,37986,88152,0,0,1
TXN10554,USR10554,DEV10554,93,19,69566,72672,0,0,0
TXN10555,USR10555,DEV10555,1,1,58294,17020,1,0,0
TXN10556,USR10556,DEV10556,0,1,34635,36996,1,1,0
TXN10557,USR10557,DEV10557,20,2,116434,5487,0,1,1
TXN10558,USR10558,DEV10558,2,0,11120,5758,0,0,0
TXN10559,USR10559,DEV10559,76,49,31232,47292,0,1,1
TXN10560,USR10560,DEV10560,2,13,981,47559,0,0,0
TXN10561,USR10561,DEV10561,3,40,3542,74289,1,0,0
TXN10562,USR10562,DEV10562,0,2,4346,97283,1,1,1
TXN10563,USR10563,DEV10563,23,3,58306,9164,1,1,1
TXN10564,USR10564,DEV10564,19,3,1136,13353,1,1,0
TXN10565,USR10565,DEV10565,13,0,19,48181,0,1,1
TXN10566,USR10566,DEV10566,34,32,339,27919,1,0,0
TXN10567,USR10567,DEV10567,24,43,176438,4522,0,0,1
TXN10568,USR10568,DEV10568,2,10,40763,51494,1,0,1
TXN10569,USR10569,DEV10569,12,18,34558,7183,0,1,1
TXN10570,USR10570,DEV10570,7,37,6520,2723,1,1,1
TXN10571,USR10571,DEV10571,93,41,2422,33812,0,0,0
TXN10572,USR10572,DEV10572,0,1,9,46610,0,1,1
TXN10573,USR10573,DEV10573,2,27,25050,86462,0,0,0
TXN10574,USR10574,DEV10574,10,43,3427,88771,0,0,0
TXN10575,USR10575,DEV10575,0,0,21023,32348,1,0,1
TXN10576,USR10576,DEV10576,1,15,4151,32959,0,1,0
TXN10577,USR10577,DEV10577,30,1,69046,44641,1,0,1
TXN10578,USR10578,DEV10578,22,48,60825,85100,0,0,1
TXN10579,USR10579,DEV10579,1,13,1710,25112,1,0,0
TXN10580,USR10580,DEV10580,7,9,60978,4333,0,0,1
TXN10581,USR10581,DEV10581,12,45,123617,85639,1,0,0
TXN10582,USR10582,DEV10582,88,0,20811,11081,1,0,0
TXN10583,USR10583,DEV10583,8,7,170474,72804,1,0,0
TXN10584,USR10584,DEV10584,11,1,74696,42260,1,1,1
TXN10585,USR10585,DEV10585,13,3,118976,2833,0,1,1
TXN10586,USR10586,DEV10586,0,15,58302,16957,0,0,0
TXN10587,USR10587,DEV10587,11,10,142136,92680,1,0,1
TXN10588,USR10588,DEV10588,2,5,38073,3911,0,0,1
TXN10589,USR10589,DEV10589,98,3,4901,94718,0,1,0
TXN10590,USR10590,DEV10590,93,9,5070,55734,1,1,0
TXN10591,USR10591,DEV10591,10,13,41518,41,1,0,0
TXN10592,USR10592,DEV10592,6,16,156481,7136,1,1,1
TXN10593,USR10593,DEV10593,38,23,359,6300,1,1,0
TXN10594,USR10594,DEV10594,35,5,108316,12770,0,0,1
TXN10595,USR10595,DEV10595,84,11,197363,31990,1,0,1
TXN10596,USR10596,DEV10596,4,3,31671,3432,0,0,1
TXN10597,USR10597,DEV10597,75,6,169376,31601,0,0,0
TXN10598,USR10598,DEV10598,8,2,130273,14566,1,1,1
TXN10599,USR10599,DEV10599,0,1,37334,98948,0,0,0
TXN10600,USR10600,DEV10600,26,14,54492,77898,0,1,1
TXN10601,USR10601,DEV10601,57,1,63793,55897,0,0,1
TXN10602,USR10602,DEV10602,6,9,177509,2658,1,0,1
TXN10603,USR10603,DEV10603,1,4,62779,80946,1,0,0
TXN10604,USR10604,DEV10604,17,19,11527,38216,1,1,1
TXN10605,USR10605,DEV10605,14,2,40003,28797,0,0,0
TXN10606,USR10606,DEV10606,1,1,91614,13146,1,1,0
TXN10607,USR10607,DEV10607,0,5,5586,66459,1,1,0
TXN10608,USR10608,DEV10608,14,44,78263,1135,0,1,0
TXN10609,USR10609,DEV10609,11,31,74860,46712,0,0,0
TXN10610,USR10610,DEV10610,0,10,131256,4607,1,1,0
TXN10611,USR10611,DEV10611,11,43,62058,20860,0,0,1
TXN10612,USR10612,DEV10612,15,45,188,26678,0,1,1
TXN10613,USR10613,DEV10613,0,38,159439,5067,0,1,0
TXN10614,USR10614,DEV10614,3,3,112,58386,1,1,0
TXN10615,USR10615,DEV10615,0,6,1384,36452,0,1,1
TXN10616,USR10616,DEV10616,3,42,5102,57881,0,1,1
TXN10617,USR10617,DEV10617,0,9,65056,61571,0,0,1
TXN10618,USR10618,DEV10618,0,1,180280,1588,0,1,1
TXN10619,USR10619,DEV10619,68,26,84132,38972,0,0,0
TXN10620,USR10620,DEV10620,66,25,135966,70579,0,0,0
TXN10621,USR10621,DEV10621,2,7,2234,98602,0,1,1
TXN10622,USR10622,DEV10622,33,5,17266,422,1,1,1
TXN10623,USR10623,DEV10623,3,24,130449,20697,1,1,0
TXN10624,USR10624,DEV10624,2,25,84796,11725,0,0,1
TXN10625,USR10625,DEV10625,2,2,185253,75515,1,0,1
TXN10626,USR10626,DEV10626,4,29,176,64054,0,0,1
TXN10627,USR10627,DEV10627,99,2,147061,72962,0,1,1
TXN10628,USR10628,DEV10628,74,27,79853,1643,0,0,1
TXN10629,USR10629,DEV10629,9,49,139279,3969,1,1,0
TXN10630,USR10630,DEV10630,87,41,14803,7582,1,0,0
TXN10631,USR10631,DEV10631,18,13,7572,1790,1,0,1
TXN10632,USR10632,DEV10632,81,30,1985,43216,0,1,0
TXN10633,USR10633,DEV10633,0,1,184524,88551,1,1,0
TXN10634,USR10634,DEV10634,31,4,141168,77934,0,1,1
TXN10635,USR10635,DEV10635,4,0,1639,17282,0,1,1
TXN10636,USR10636,DEV10636,43,8,12,4385,1,0,0
TXN10637,USR10637,DEV10637,5,28,19527,98296,1,0,1
TXN10638,USR10638,DEV10638,48,0,54109,9191,1,1,0
TXN10639,USR10639,DEV10639,40,36,143013,11894,0,1,0
TXN10640,USR10640,DEV10640,0,1,75929,373,1,1,0
TXN10641,USR10641,DEV10641,0,13,9504,73440,0,1,1
TXN10642,USR10642,DEV10642,6,3,31940,38004,0,1,0
TXN10643,USR10643,DEV10643,11,33,96436,27791,1,1,0
TXN10644,USR10644,DEV10644,37,1,106320,3420,1,1,0
TXN10645,USR10645,DEV10645,5,0,694,2555,0,0,0
TXN10646,USR10646,DEV10646,64,5,157199,21186,1,0,1
TXN10647,USR10647,DEV10647,12,43,88,40373,0,1,1
TXN10648,USR10648,DEV10648,28,1,34036,3673,1,0,1
TXN10649,USR10649,DEV10649,4,15,193781,12576,1,0,0
TXN10650,USR10650,DEV10650,95,10,3770,38025,0,0,0
TXN10651,USR10651,DEV10651,27,34,57756,34753,1,0,0
TXN10652,USR10652,DEV10652,27,34,27467,84119,1,0,1
TXN10653,USR10653,DEV10653,52,1,165955,5114,0,0,1
TXN10654,USR10654,DEV10654,3,20,144,11555,0,0,1
TXN10655,USR10655,DEV10655,30,18,118652,8408,1,1,1
TXN10656,USR10656,DEV10656,62,2,12824,20555,0,0,1
TXN10657,USR10657,DEV10657,7,23,4338,13950,0,1,1
TXN10658,USR10658,DEV10658,4,1,179882,479,0,0,1
TXN10659,USR10659,DEV10659,0,25,11663,34686,1,0,0
TXN10660,USR10660,DEV10660,0,9,28343,23603,0,1,1
TXN10661,USR10661,DEV10661,1,20,109145,182,1,1,0
TXN10662,USR10662,DEV10662,56,0,2922,66686,1,1,0
TXN10663,USR10663,DEV10663,2,17,144769,2655,1,0,1
TXN10664,USR10664,DEV10664,1,0,5013,25747,1,0,1
TXN10665,USR10665,DEV10665,17,2,24098,94872,1,0,0
TXN10666,USR10666,DEV10666,26,8,146198,78,0,1,0
TXN10667,USR10667,DEV10667,0,49,41399,43773,1,0,1
TXN10668,USR10668,DEV10668,4,46,102485,33133,1,1,0
TXN10669,USR10669,DEV10669,91,1,160778,41464,0,1,0
TXN10670,USR10670,DEV10670,12,15,74701,1773,0,0,1
TXN10671,USR10671,DEV10671,83,0,181852,68333,1,1,1
TXN10672,USR10672,DEV10672,43,9,8616,56444,0,1,1
TXN10673,USR10673,DEV10673,60,10,454,2265,1,1,1
TXN10674,USR10674,DEV10674,1,29,1253,37990,0,1,1
TXN10675,USR10675,DEV10675,3,4,159704,40242,0,0,1
TXN10676,USR10676,DEV10676,24,4,47524,63373,0,0,0
TXN10677,USR10677,DEV10677,54,45,4530,23417,1,1,1
TXN10678,USR10678,DEV10678,33,1,14920,50995,0,0,0
TXN10679,USR10679,DEV10679,30,3,73852,12302,0,0,1
TXN10680,USR10680,DEV10680,19,13,174881,10282,1,0,1
TXN10681,USR10681,DEV10681,21,0,25543,17466,0,1,1
TXN10682,USR10682,DEV10682,5,1,34303,36793,0,0,1
TXN10683,USR10683,DEV10683,0,19,24616,97138,0,1,0
TXN10684,USR10684,DEV10684,1,27,1067,51588,1,1,0
TXN10685,USR10685,DEV10685,43,13,4743,1949,0,0,1
TXN10686,USR10686,DEV10686,43,2,11183,15455,1,0,1
TXN10687,USR10687,DEV10687,0,48,1126,39691,0,1,0
TXN10688,USR10688,DEV10688,2,5,22547,4684,1,1,1
TXN10689,USR10689,DEV10689,28,3,131101,75246,1,1,0
TXN10690,USR10690,DEV10690,9,29,13095,7825,0,1,1
TXN10691,USR10691,DEV10691,55,0,162001,37411,1,1,1
TXN10692,USR10692,DEV10692,13,11,89942,4919,1,1,0
TXN10693,USR10693,DEV10693,0,2,14600,66,0,0,1
TXN10694,USR10694,DEV10694,22,20,2,75609,0,0,0
TXN10695,USR10695,DEV10695,11,0,154794,96757,1,1,1
TXN10696,USR10696,DEV10696,0,41,68590,1149,1,1,0
TXN10697,USR10697,DEV10697,13,38,11608,40587,0,0,1
TXN10698,USR10698,DEV10698,18,8,6298,10929,0,0,0
TXN10699,USR10699,DEV10699,66,5,42843,1914,1,0,1
TXN10700,USR10700,DEV10700,74,33,36563,6572,0,1,0
TXN10701,USR10701,DEV10701,35,14,12731,77159,0,0,0
TXN10702,USR10702,DEV10702,9,0,123446,204,0,1,0
TXN10703,USR10703,DEV10703,14,24,30617,16898,0,0,0
TXN10704,USR10704,DEV10704,40,18,9168,7865,0,0,0
TXN10705,USR10705,DEV10705,86,4,6695,14866,0,1,0
TXN10706,USR10706,DEV10706,23,3,13365,36266,0,1,0
TXN10707,USR10707,DEV10707,0,3,6308,1699,0,1,0
TXN10708,USR10708,DEV10708,0,13,1330,5,0,0,0
TXN10709,USR10709,DEV10709,57,17,123067,26079,0,1,0
TXN10710,USR10710,DEV10710,1,0,71231,24273,1,0,1
TXN10711,USR10711,DEV10711,59,28,20761,8076,1,0,0
TXN10712,USR10712,DEV10712,10,3,113568,37747,0,1,0
TXN10713,USR10713,DEV10713,0,0,172554,19634,0,0,1
TXN10714,USR10714,DEV10714,17,0,64128,10379,1,0,1
TXN10715,USR10715,DEV10715,0,1,107318,22450,1,1,0
TXN10716,USR10716,DEV10716,45,9,184964,317,1,1,0
TXN10717,USR10717,DEV10717,29,2,163809,16125,0,0,1
TXN10718,USR10718,DEV10718,4,20,90402,19043,0,1,1
TXN10719,USR10719,DEV10719,23,13,42202,16532,1,1,0
TXN10720,USR10720,DEV10720,0,9,23133,55142,0,0,0
TXN10721,USR10721,DEV10721,80,18,106623,32125,1,1,0
TXN10722,USR10722,DEV10722,23,2,98512,26230,0,0,0
TXN10723,USR10723,DEV10723,0,1,57757,81966,0,0,1
TXN10724,USR10724,DEV10724,0,30,40582,57659,0,0,0
TXN10725,USR10725,DEV10725,27,13,182171,7861,1,1,1
TXN10726,USR10726,DEV10726,35,16,98247,6882,0,0,1
TXN10727,USR10727,DEV10727,41,27,19473,14972,0,1,1
TXN10728,USR10728,DEV10728,2,29,29758,26089,1,1,1
TXN10729,USR10729,DEV10729,0,45,102262,54410,0,1,1
TXN10730,USR10730,DEV10730,8,1,118295,4926,0,0,0
TXN10731,USR10731,DEV10731,77,21,62765,85828,0,1,1
TXN10732,USR10732,DEV10732,2,43,5232,97752,0,0,1
TXN10733,USR10733,DEV10733,0,0,57269,53675,0,1,0
TXN10734,USR10734,DEV10734,63,38,181456,57,1,1,1
TXN10735,USR10735,DEV10735,2,11,16946,25736,0,1,0
TXN10736,USR10736,DEV10736,15,0,7075,53890,0,0,0
TXN10737,USR10737,DEV10737,1,3,4342,14,0,1,1
TXN10738,USR10738,DEV10738,0,18,54753,13710,1,1,1
TXN10739,USR10739,DEV10739,1,14,135180,87248,0,1,1
TXN10740,USR10740,DEV10740,86,44,70997,37386,1,0,1
TXN10741,USR10741,DEV10741,10,39,125988,588,1,0,1
TXN10742,USR10742,DEV10742,58,6,164942,79241,1,1,1
TXN10743,USR10743,DEV10743,18,47,28166,23259,0,1,0
TXN10744,USR10744,DEV10744,1,6,2748,27766,0,1,0
TXN10745,USR10745,DEV10745,0,12,83048,27827,1,1,1
TXN10746,USR10746,DEV10746,12,49,43851,92638,0,1,1
TXN10747,USR10747,DEV10747,70,15,7043,611,0,1,1
TXN10748,USR10748,DEV10748,51,16,173978,40878,1,1,0
TXN10749,USR10749,DEV10749,32,4,10178,5350,0,0,1
TXN10750,USR10750,DEV10750,80,35,4957,71897,0,1,1
TXN10751,USR10751,DEV10751,1,25,38896,15,0,1,1
TXN10752,USR10752,DEV10752,97,30,50286,10542,1,0,1
TXN10753,USR10753,DEV10753,56,38,378,51887,0,1,0
TXN10754,USR10754,DEV10754,12,22,110658,90820,1,1,1
TXN10755,USR10755,DEV10755,0,2,3960,65052,0,0,0
TXN10756,USR10756,DEV10756,29,25,108098,33892,0,1,0
TXN10757,USR10757,DEV10757,6,1,106147,715,0,0,0
TXN10758,USR10758,DEV10758,37,44,198024,71398,1,1,1
TXN10759,USR10759,DEV10759,4,44,11490,10797,1,0,1
TXN10760,USR10760,DEV10760,36,39,39573,79109,0,1,0
TXN10761,USR10761,DEV10761,16,0,20056,41808,1,1,0
TXN10762,USR10762,DEV10762,2,12,9860,51555,0,0,1
TXN10763,USR10763,DEV10763,2,17,117975,17449,0,0,1
TXN10764,USR10764,DEV10764,14,22,48010,32893,0,1,0
TXN10765,USR10765,DEV10765,9,46,143291,41280,0,1,1
TXN10766,USR10766,DEV10766,2,1,1771,1597,1,1,0
TXN10767,USR10767,DEV10767,86,39,33334,69470,1,0,0
TXN10768,USR10768,DEV10768,20,12,108233,10766,1,1,0
TXN10769,USR10769,DEV10769,23,7,228,55342,0,0,1
TXN10770,USR10770,DEV10770,10,12,60043,9178,0,0,1
TXN10771,USR10771,DEV10771,12,2,2124,23700,0,0,0
TXN10772,USR10772,DEV10772,52,48,50627,11135,0,0,1
TXN10773,USR10773,DEV10773,12,9,84842,57353,0,0,0
TXN10774,USR10774,DEV10774,4,22,179531,19025,1,0,0
TXN10775,USR10775,DEV10775,28,1,43262,60,1,0,0
TXN10776,USR10776,DEV10776,7,1,131805,60436,0,1,0
TXN10777,USR10777,DEV10777,33,0,19872,9121,0,1,1
TXN10778,USR10778,DEV10778,58,0,165405,37410,0,0,1
TXN10779,USR10779,DEV10779,66,9,143390,7765,1,0,0
TXN10780,USR10780,DEV10780,89,6,25573,696,1,0,1
TXN10781,USR10781,DEV10781,18,16,9519,20324,0,1,0
TXN10782,USR10782,DEV10782,70,2,91600,20868,0,1,1
TXN10783,USR10783,DEV10783,2,24,37589,5745,0,1,0
TXN10784,USR10784,DEV10784,83,34,111229,60766,0,1,1
TXN10785,USR10785,DEV10785,46,7,47222,146,0,0,0
TXN10786,USR10786,DEV10786,2,20,196179,55852,0,1,1
TXN10787,USR10787,DEV10787,0,27,45285,51414,0,0,0
TXN10788,USR10788,DEV10788,77,29,6648,90863,0,0,1
TXN10789,USR10789,DEV10789,0,16,182285,3032,0,1,1
TXN10790,USR10790,DEV10790,42,10,18033,16416,1,1,0
TXN10791,USR10791,DEV10791,23,40,20139,52112,1,1,1
TXN10792,USR10792,DEV10792,4,7,1783,18429,0,1,0
TXN10793,USR10793,DEV10793,6,9,374,1824,0,0,1
TXN10794,USR10794,DEV10794,43,7,146492,20735,1,1,1
TXN10795,USR10795,DEV10795,0,22,50188,80026,0,1,0
TXN10796,USR10796,DEV10796,2,34,133610,46540,0,0,1
TXN10797,USR10797,DEV10797,6,7,128521,10701,0,1,0
TXN10798,USR10798,DEV10798,12,5,16024,31018,0,0,1
TXN10799,USR10799,DEV10799,63,29,4434,54417,1,1,0
TXN10800,USR10800,DEV10800,0,14,41374,5001,0,1,1
TXN10801,USR10801,DEV10801,83,10,54216,10877,1,0,0
TXN10802,USR10802,DEV10802,99,22,74235,28922,1,1,0
TXN10803,USR10803,DEV10803,51,15,97381,49432,0,0,0
TXN10804,USR10804,DEV10804,0,34,48278,94745,0,1,0
TXN10805,USR10805,DEV10805,1,22,176382,80680,0,1,0
TXN10806,USR10806,DEV10806,15,3,182509,78581,0,0,0
TXN10807,USR10807,DEV10807,44,8,41487,6329,0,1,1
TXN10808,USR10808,DEV10808,83,45,79389,33077,1,1,1
TXN10809,USR10809,DEV10809,40,26,150458,14915,0,0,1
TXN10810,USR10810,DEV10810,53,1,76603,54982,1,1,0
TXN10811,USR10811,DEV10811,0,5,133324,414,1,1,0
TXN10812,USR10812,DEV10812,94,4,161619,313,1,1,0
TXN10813,USR10813,DEV10813,44,12,170950,6529,1,0,1
TXN10814,USR10814,DEV10814,20,18,2286,23225,0,0,0
TXN10815,USR10815,DEV10815,33,22,30892,22009,1,0,0
TXN10816,USR10816,DEV10816,47,0,24408,24589,1,0,1
TXN10817,USR10817,DEV10817,48,4,86273,95829,1,1,0
TXN10818,USR10818,DEV10818,25,6,170746,235,0,1,1
TXN10819,USR10819,DEV10819,5,9,2918,46417,1,1,1
TXN10820,USR10820,DEV10820,7,12,79318,3592,1,1,0
TXN10821,USR10821,DEV10821,64,45,149155,35013,1,1,1
TXN10822,USR10822,DEV10822,1,40,33759,64,0,0,0
TXN10823,USR10823,DEV10823,43,41,102916,953,1,0,0
TXN10824,USR10824,DEV10824,13,46,75642,83131,0,1,1
TXN10825,USR10825,DEV10825,62,39,199683,80929,0,1,0
TXN10826,USR10826,DEV10826,35,3,102158,43927,0,1,0
TXN10827,USR10827,DEV10827,9,14,74217,14048,1,0,0
TXN10828,USR10828,DEV10828,37,7,16041,2600,0,1,1
TXN10829,USR10829,DEV10829,23,1,6713,40446,1,1,1
TXN10830,USR10830,DEV10830,95,7,59763,33524,1,0,0
TXN10831,USR10831,DEV10831,60,24,39396,5773,0,1,0
TXN10832,USR10832,DEV10832,15,11,9051,12406,0,1,0
TXN10833,USR10833,DEV10833,17,0,5862,4575,0,1,1
TXN10834,USR10834,DEV10834,2,2,1351,20212,0,1,1
TXN10835,USR10835,DEV10835,54,36,178545,7528,1,1,1
TXN10836,USR10836,DEV10836,0,44,3724,50522,0,1,0
TXN10837,USR10837,DEV10837,89,13,56437,45694,0,1,0
TXN10838,USR10838,DEV10838,73,17,3459,65798,1,1,0
TXN10839,USR10839,DEV10839,0,33,167050,31076,0,1,1
TXN10840,USR10840,DEV10840,6,22,397,75781,1,1,0
TXN10841,USR10841,DEV10841,16,4,495,81398,0,1,1
TXN10842,USR10842,DEV10842,30,14,182415,371,1,0,1
TXN10843,USR10843,DEV10843,6,35,3491,80785,0,1,1
TXN10844,USR10844,DEV10844,2,11,8825,22674,0,0,0
TXN10845,USR10845,DEV10845,0,6,77888,49937,0,1,0
TXN10846,USR10846,DEV10846,1,37,56364,2427,0,1,0
TXN10847,USR10847,DEV10847,50,14,72114,16629,1,1,1
TXN10848,USR10848,DEV10848,55,5,22486,67788,1,1,1
TXN10849,USR10849,DEV10849,2,50,10847,736,1,0,1
TXN10850,USR10850,DEV10850,71,0,26529,12311,0,0,1
TXN10851,USR10851,DEV10851,92,7,58397,628,0,0,1
TXN10852,USR10852,DEV10852,28,34,2540,53188,1,1,1
TXN10853,USR10853,DEV10853,13,5,67767,31776,0,1,0
TXN10854,USR10854,DEV10854,9,2,63092,16,1,0,1
TXN10855,USR10855,DEV10855,33,11,82804,77583,0,0,1
TXN10856,USR10856,DEV10856,1,22,183176,61449,0,0,1
TXN10857,USR10857,DEV10857,20,38,52584,35552,1,1,1
TXN10858,USR10858,DEV10858,0,25,553,7562,1,0,1
TXN10859,USR10859,DEV10859,0,19,57835,51699,0,1,0
TXN10860,USR10860,DEV10860,34,18,62478,2664,1,0,0
TXN10861,USR10861,DEV10861,58,0,84402,80,1,0,1
TXN10862,USR10862,DEV10862,45,48,10351,32303,0,0,1
TXN10863,USR10863,DEV10863,72,8,193797,1543,1,0,1
TXN10864,USR10864,DEV10864,0,0,80262,22713,0,0,1
TXN10865,USR10865,DEV10865,49,36,54579,85362,1,1,0
TXN10866,USR10866,DEV10866,24,3,2,23253,0,0,1
TXN10867,USR10867,DEV10867,17,26,985,5425,0,0,0
TXN10868,USR10868,DEV10868,61,32,1427,5700,1,0,0
TXN10869,USR10869,DEV10869,0,7,10801,23551,1,0,1
TXN10870,USR10870,DEV10870,41,3,11752,5597,1,1,1
TXN10871,USR10871,DEV10871,32,15,11155,52944,1,0,0
TXN10872,USR10872,DEV10872,14,35,75634,710,0,0,1
TXN10873,USR10873,DEV10873,9,1,1871,86091,1,0,1
TXN10874,USR10874,DEV10874,0,0,2053,3003,1,0,0
TXN10875,USR10875,DEV10875,21,0,7783,79327,1,0,0
TXN10876,USR10876,DEV10876,0,17,2820,39399,0,0,0
TXN10877,USR10877,DEV10877,41,7,157990,8897,0,0,0
TXN10878,USR10878,DEV10878,0,9,70359,28488,1,0,1
TXN10879,USR10879,DEV10879,9,7,44648,5621,1,0,0
TXN10880,USR10880,DEV10880,0,9,47281,83106,0,0,0
TXN10881,USR10881,DEV10881,1,2,193504,9219,1,1,0
TXN10882,USR10882,DEV10882,0,3,20358,38535,0,0,0
TXN10883,USR10883,DEV10883,30,45,403,56317,0,0,1
TXN10884,USR10884,DEV10884,3,1,161300,24639,1,0,1
TXN10885,USR10885,DEV10885,28,2,792,80996,0,0,0
TXN10886,USR10886,DEV10886,1,50,159700,42859,1,1,0
TXN10887,USR10887,DEV10887,57,23,36608,72997,0,0,0
TXN10888,USR10888,DEV10888,8,33,30342,4546,0,0,1
TXN10889,USR10889,DEV10889,89,6,5989,7280,1,0,1
TXN10890,USR10890,DEV10890,71,4,3450,9268,1,0,1
TXN10891,USR10891,DEV10891,12,1,199890,35820,1,0,0
TXN10892,USR10892,DEV10892,95,49,20062,86367,0,0,1
TXN10893,USR10893,DEV10893,2,24,110429,505,1,1,1
TXN10894,USR10894,DEV10894,72,1,37681,23,0,1,1
TXN10895,USR10895,DEV10895,95,0,119049,10787,0,1,0
TXN10896,USR10896,DEV10896,0,0,155717,2331,1,0,0
TXN10897,USR10897,DEV10897,58,18,147390,26982,1,1,0
TXN10898,USR10898,DEV10898,99,0,14546,8735,1,1,1
TXN10899,USR10899,DEV10899,86,2,194125,602,0,1,1
TXN10900,USR10900,DEV10900,63,2,95317,32664,0,0,0
TXN10901,USR10901,DEV10901,2,21,23635,53168,1,0,1
TXN10902,USR10902,DEV10902,23,49,9909,95905,0,0,1
TXN10903,USR10903,DEV10903,23,22,130368,4462,0,1,0
TXN10904,USR10904,DEV10904,0,6,75367,42275,1,1,1
TXN10905,USR10905,DEV10905,35,16,34915,97358,1,0,1
TXN10906,USR10906,DEV10906,54,8,74005,1818,0,0,1
TXN10907,USR10907,DEV10907,16,23,345,13032,0,1,1
TXN10908,USR10908,DEV10908,1,0,45177,354,0,0,1
TXN10909,USR10909,DEV10909,12,13,198084,46331,1,1,0
TXN10910,USR10910,DEV10910,1,6,158736,75937,1,0,1
