device_id  ,user_id  ,device_type  ,os  ,ip_address  ,is_compromised
DEV10080,USR10080,Android Tablet,ChromeOS,61.125.213.169,0
DEV10081,USR10081,Windows Laptop,Linux Ubuntu,230.96.184.201,1
DEV10082,USR10082,iPad,Windows 10,56.12.135.89,0
DEV10083,USR10083,MacBook,Linux Ubuntu,132.166.175.180,0
DEV10084,USR10084,MacBook,Linux Fedora,198.107.96.153,0
DEV10085,USR10085,iPad,iOS 17,87.155.18.66,1
DEV10086,USR10086,iPad,Linux Ubuntu,201.124.100.128,0
DEV10087,USR10087,Windows Desktop,iOS 15,81.20.96.244,0
DEV10088,USR10088,Android Tablet,Android 12,38.157.61.56,1
DEV10089,USR10089,Windows Desktop,macOS Sonoma,18.13.71.188,0
DEV10090,USR10090,Android Tablet,Windows 10,156.65.81.9,1
DEV10091,USR10091,Linux Desktop,Windows 10,111.197.212.246,0
DEV10092,USR10092,Windows Laptop,Linux Fedora,99.90.9.7,1
DEV10093,USR10093,Android Tablet,macOS Ventura,124.104.42.244,1
DEV10094,USR10094,iPhone,Linux Fedora,125.251.18.184,1
DEV10095,USR10095,Linux Desktop,Linux Fedora,199.65.193.241,0
DEV10096,USR10096,MacBook,ChromeOS,140.237.121.163,1
DEV10097,USR10097,iPhone,Windows 8,239.206.250.61,0
DEV10098,USR10098,Windows Desktop,Windows 11,30.166.15.223,1
DEV10099,USR10099,Linux Desktop,macOS Ventura,171.33.133.79,0
DEV10100,USR10100,Windows Desktop,Android 12,21.234.27.98,0
DEV10101,USR10101,ChromeOS Laptop,Windows 8,143.54.91.240,0
DEV10102,USR10102,iPad,Windows 10,189.124.229.200,0
DEV10103,USR10103,Linux Desktop,iOS 17,176.79.230.86,1
DEV10104,USR10104,Android Mobile,macOS Ventura,238.135.141.162,0
DEV10105,USR10105,Linux Desktop,Windows 11,93.57.59.10,0
DEV10106,USR10106,ChromeOS Laptop,macOS Ventura,115.169.83.66,0
DEV10107,USR10107,iPhone,Windows 8,63.206.214.38,1
DEV10108,USR10108,Windows Desktop,Linux Fedora,154.159.253.98,1
DEV10109,USR10109,Linux Desktop,iOS 16,251.92.118.79,0
DEV10110,USR10110,iPhone,iOS 17,9.64.143.209,1
DEV10111,USR10111,MacBook,Android 14,180.74.56.251,0
DEV10112,USR10112,iPhone,Android 13,229.134.105.149,1
DEV10113,USR10113,MacBook,Android 12,151.67.187.125,1
DEV10114,USR10114,Unknown Device,Windows 8,174.77.175.25,1
DEV10115,USR10115,Linux Desktop,Linux Ubuntu,62.116.254.174,1
DEV10116,USR10116,Linux Desktop,Linux Fedora,122.83.181.168,0
DEV10117,USR10117,iPhone,Android 12,173.223.92.162,1
DEV10118,USR10118,Unknown Device,iOS 17,70.156.9.31,1
DEV10119,USR10119,Android Mobile,macOS Sonoma,19.5.105.234,0
DEV10120,USR10120,Windows Laptop,Windows 10,133.42.87.127,1
DEV10121,USR10121,Android Tablet,Windows 8,111.183.220.193,0
DEV10122,USR10122,MacBook,macOS Ventura,185.197.10.145,1
DEV10123,USR10123,Linux Desktop,iOS 16,37.33.30.121,0
DEV10124,USR10124,Windows Desktop,iOS 16,181.198.48.169,1
DEV10125,USR10125,Windows Desktop,macOS Sonoma,6.6.255.125,1
DEV10126,USR10126,iPad,Android 12,68.106.114.72,0
DEV10127,USR10127,ChromeOS Laptop,Windows 8,113.103.171.246,1
DEV10128,USR10128,iPad,Android 13,8.236.160.169,1
DEV10129,USR10129,Linux Desktop,Android 12,209.146.186.36,0
DEV10130,USR10130,Linux Desktop,Android 14,65.235.183.103,1
DEV10131,USR10131,iPhone,macOS Ventura,241.71.30.131,1
DEV10132,USR10132,Android Tablet,macOS Sonoma,33.162.255.196,1
DEV10133,USR10133,Linux Desktop,ChromeOS,185.182.147.247,0
DEV10134,USR10134,iPhone,Windows 8,132.215.125.196,0
DEV10135,USR10135,ChromeOS Laptop,macOS Ventura,171.46.8.94,0
DEV10136,USR10136,Unknown Device,Linux Ubuntu,167.37.252.47,0
DEV10137,USR10137,ChromeOS Laptop,Android 13,223.63.87.69,1
DEV10138,USR10138,Unknown Device,Windows 8,8.213.132.82,1
DEV10139,USR10139,MacBook,Linux Ubuntu,205.46.193.244,1
DEV10140,USR10140,MacBook,Linux Fedora,208.128.22.217,0
DEV10141,USR10141,MacBook,ChromeOS,83.196.150.159,0
DEV10142,USR10142,Android Tablet,Linux Ubuntu,192.103.219.169,1
DEV10143,USR10143,Android Mobile,iOS 16,184.77.230.178,1
DEV10144,USR10144,MacBook,Windows 10,233.60.45.239,1
DEV10145,USR10145,Android Mobile,Android 14,215.135.45.217,0
DEV10146,USR10146,ChromeOS Laptop,iOS 16,3.188.48.135,0
DEV10147,USR10147,Linux Desktop,Android 12,110.238.3.141,1
DEV10148,USR10148,iPhone,Linux Fedora,113.163.164.101,0
DEV10149,USR10149,MacBook,Windows 11,117.162.248.9,1
DEV10150,USR10150,Android Tablet,Linux Ubuntu,85.252.150.100,0
DEV10151,USR10151,Linux Desktop,iOS 15,23.84.208.132,1
DEV10152,USR10152,Android Tablet,macOS Monterey,93.185.5.82,1
DEV10153,USR10153,MacBook,Windows 8,17.145.64.68,1
DEV10154,USR10154,Unknown Device,Linux Fedora,171.202.239.175,1
DEV10155,USR10155,Android Mobile,iOS 15,40.125.201.86,1
DEV10156,USR10156,Linux Desktop,Android 14,140.214.4.158,0
DEV10157,USR10157,iPhone,Android 13,208.197.137.54,1
DEV10158,USR10158,Windows Desktop,Windows 11,174.106.188.67,0
DEV10159,USR10159,Linux Desktop,Windows 10,63.255.74.148,1
DEV10160,USR10160,Android Tablet,Linux Fedora,167.112.137.19,1
DEV10161,USR10161,Unknown Device,macOS Monterey,19.238.217.127,0
DEV10162,USR10162,iPhone,Android 14,154.65.8.240,1
DEV10163,USR10163,Linux Desktop,Windows 8,187.95.244.24,1
DEV10164,USR10164,MacBook,Windows 11,110.4.41.247,1
DEV10165,USR10165,iPhone,iOS 15,96.144.34.176,1
DEV10166,USR10166,Android Tablet,iOS 15,187.75.138.246,1
DEV10167,USR10167,Windows Laptop,Android 13,75.61.170.114,0
DEV10168,USR10168,ChromeOS Laptop,iOS 16,213.252.42.177,1
DEV10169,USR10169,Android Mobile,Linux Ubuntu,255.229.93.45,1
DEV10170,USR10170,Windows Laptop,ChromeOS,199.59.170.129,1
DEV10171,USR10171,iPhone,Windows 10,194.239.16.147,0
DEV10172,USR10172,Android Tablet,iOS 16,223.223.141.211,1
DEV10173,USR10173,iPhone,iOS 17,139.68.108.249,1
DEV10174,USR10174,Android Tablet,ChromeOS,211.245.36.168,1
DEV10175,USR10175,Windows Laptop,Android 13,235.229.188.96,0
DEV10176,USR10176,Linux Desktop,Windows 11,230.81.11.212,1
DEV10177,USR10177,Android Mobile,Android 13,46.33.23.26,1
DEV10178,USR10178,iPhone,iOS 15,246.3.142.146,0
DEV10179,USR10179,Android Mobile,iOS 17,22.23.111.79,0
DEV10180,USR10180,Unknown Device,iOS 16,168.191.81.199,1
DEV10181,USR10181,Unknown Device,Windows 10,201.10.105.7,0
DEV10182,USR10182,Linux Desktop,Windows 11,246.139.149.114,0
DEV10183,USR10183,MacBook,iOS 17,3.12.156.204,1
DEV10184,USR10184,Android Tablet,Android 14,29.202.17.41,1
DEV10185,USR10185,ChromeOS Laptop,macOS Monterey,247.95.56.39,1
DEV10186,USR10186,ChromeOS Laptop,macOS Monterey,128.66.169.136,1
DEV10187,USR10187,Unknown Device,Linux Ubuntu,179.239.2.209,0
DEV10188,USR10188,MacBook,iOS 15,61.31.218.113,1
DEV10189,USR10189,iPhone,iOS 16,219.176.70.174,1
DEV10190,USR10190,iPad,macOS Sonoma,126.77.115.182,0
DEV10191,USR10191,Windows Laptop,Windows 8,195.162.85.25,0
DEV10192,USR10192,Linux Desktop,macOS Sonoma,34.91.110.10,1
DEV10193,USR10193,MacBook,macOS Monterey,211.146.72.69,1
DEV10194,USR10194,Windows Desktop,iOS 15,212.23.121.230,1
DEV10195,USR10195,Unknown Device,Windows 8,117.154.252.195,0
DEV10196,USR10196,Windows Desktop,Android 13,234.225.238.82,0
DEV10197,USR10197,MacBook,Windows 8,151.192.48.143,1
DEV10198,USR10198,ChromeOS Laptop,Linux Fedora,180.243.33.99,1
DEV10199,USR10199,Android Tablet,Android 12,198.186.178.217,1
DEV10200,USR10200,MacBook,Linux Ubuntu,112.215.91.148,0
DEV10201,USR10201,iPad,Android 12,235.220.186.183,1
DEV10202,USR10202,Windows Laptop,iOS 16,152.220.12.129,0
DEV10203,USR10203,iPad,Windows 11,6.190.203.241,0
DEV10204,USR10204,Windows Desktop,ChromeOS,25.132.135.107,0
DEV10205,USR10205,Windows Laptop,macOS Monterey,132.143.206.6,0
DEV10206,USR10206,MacBook,Linux Fedora,91.173.74.42,0
DEV10207,USR10207,Unknown Device,Android 13,249.207.150.201,0
DEV10208,USR10208,Android Mobile,Windows 8,137.22.18.74,1
DEV10209,USR10209,iPhone,Linux Ubuntu,184.20.188.194,1
DEV10210,USR10210,MacBook,macOS Ventura,114.14.55.172,1
DEV10211,USR10211,Linux Desktop,Android 14,58.131.144.207,0
DEV10212,USR10212,Unknown Device,Windows 11,215.47.57.44,0
DEV10213,USR10213,Unknown Device,iOS 16,116.67.71.111,1
DEV10214,USR10214,Linux Desktop,Linux Ubuntu,179.199.50.161,1
DEV10215,USR10215,Windows Laptop,Windows 8,129.113.151.158,1
DEV10216,USR10216,Linux Desktop,Linux Fedora,86.236.135.118,0
DEV10217,USR10217,Windows Laptop,macOS Sonoma,203.33.234.113,0
DEV10218,USR10218,Windows Desktop,Linux Ubuntu,68.94.228.145,1
DEV10219,USR10219,iPad,Linux Fedora,117.229.120.103,0
DEV10220,USR10220,Windows Desktop,Android 14,8.57.225.237,1
DEV10221,USR10221,Linux Desktop,Windows 10,231.5.88.49,0
DEV10222,USR10222,iPad,iOS 17,9.195.23.182,1
DEV10223,USR10223,Windows Laptop,Windows 10,45.38.238.196,0
DEV10224,USR10224,MacBook,ChromeOS,210.72.52.148,1
DEV10225,USR10225,Android Mobile,Linux Ubuntu,82.17.91.191,0
DEV10226,USR10226,Unknown Device,Windows 10,104.254.188.216,0
DEV10227,USR10227,Android Mobile,Android 14,118.10.10.172,1
DEV10228,USR10228,Android Tablet,Linux Fedora,216.244.28.17,1
DEV10229,USR10229,iPad,Android 13,17.171.203.186,0
DEV10230,USR10230,MacBook,Windows 8,88.190.138.195,0
DEV10231,USR10231,Android Tablet,Linux Ubuntu,21.227.45.124,0
DEV10232,USR10232,Windows Laptop,Android 14,21.59.25.56,0
DEV10233,USR10233,MacBook,Linux Ubuntu,155.251.242.126,1
DEV10234,USR10234,MacBook,macOS Monterey,20.173.104.120,1
DEV10235,USR10235,Windows Laptop,ChromeOS,139.62.14.218,1
DEV10236,USR10236,Android Mobile,iOS 15,225.186.50.113,1
DEV10237,USR10237,iPad,Windows 8,136.202.14.177,0
DEV10238,USR10238,MacBook,Android 13,62.103.135.251,1
DEV10239,USR10239,MacBook,macOS Ventura,19.201.172.61,0
DEV10240,USR10240,MacBook,iOS 17,87.239.172.166,1
DEV10241,USR10241,Android Tablet,iOS 17,115.220.6.43,1
DEV10242,USR10242,Unknown Device,Android 13,168.23.191.45,0
DEV10243,USR10243,Windows Laptop,Windows 11,96.139.78.14,1
DEV10244,USR10244,Android Tablet,macOS Ventura,158.28.113.137,0
DEV10245,USR10245,Windows Laptop,Windows 8,180.21.141.13,1
DEV10246,USR10246,Android Mobile,Android 13,8.35.216.166,0
DEV10247,USR10247,Windows Laptop,macOS Ventura,35.54.225.65,0
DEV10248,USR10248,iPhone,Android 12,170.122.133.247,0
DEV10249,USR10249,MacBook,Windows 8,99.46.199.225,0
DEV10250,USR10250,iPad,Linux Fedora,227.8.38.64,1
DEV10251,USR10251,Android Tablet,Windows 11,162.120.148.84,1
DEV10252,USR10252,Android Mobile,Android 14,165.195.9.164,1
DEV10253,USR10253,Linux Desktop,Windows 10,56.189.181.127,1
DEV10254,USR10254,iPhone,Android 14,172.88.191.2,1
DEV10255,USR10255,Windows Laptop,Linux Fedora,186.133.20.19,1
DEV10256,USR10256,Unknown Device,iOS 15,232.35.230.64,0
DEV10257,USR10257,Android Tablet,Windows 11,226.85.205.73,0
DEV10258,USR10258,MacBook,Linux Ubuntu,112.228.125.28,0
DEV10259,USR10259,Windows Laptop,Android 12,63.94.154.114,1
DEV10260,USR10260,ChromeOS Laptop,Linux Ubuntu,230.109.112.170,1
DEV10261,USR10261,MacBook,Android 12,77.163.201.43,1
DEV10262,USR10262,Linux Desktop,ChromeOS,100.111.43.84,0
DEV10263,USR10263,iPad,iOS 15,64.89.229.154,0
DEV10264,USR10264,Android Mobile,Android 12,206.196.41.57,1
DEV10265,USR10265,MacBook,Linux Ubuntu,86.218.145.57,1
DEV10266,USR10266,MacBook,Android 12,150.203.89.53,0
DEV10267,USR10267,Unknown Device,Linux Ubuntu,34.112.189.151,0
DEV10268,USR10268,Windows Desktop,Windows 11,94.197.184.196,1
DEV10269,USR10269,Unknown Device,Windows 11,98.207.97.76,1
DEV10270,USR10270,Android Mobile,iOS 17,210.121.84.249,0
DEV10271,USR10271,iPad,Linux Ubuntu,215.247.102.182,0
DEV10272,USR10272,iPad,macOS Sonoma,250.129.161.121,1
DEV10273,USR10273,Android Tablet,iOS 15,142.44.234.215,1
DEV10274,USR10274,iPad,macOS Ventura,98.182.177.10,0
DEV10275,USR10275,MacBook,macOS Ventura,131.136.23.151,0
DEV10276,USR10276,Windows Laptop,ChromeOS,98.45.215.157,0
DEV10277,USR10277,iPad,Android 12,69.147.45.128,0
DEV10278,USR10278,Android Tablet,Windows 10,129.17.170.47,1
DEV10279,USR10279,iPhone,iOS 16,51.34.200.11,1
DEV10280,USR10280,iPad,Linux Ubuntu,43.212.123.235,1
DEV10281,USR10281,iPad,macOS Ventura,71.18.49.73,0
DEV10282,USR10282,Windows Desktop,ChromeOS,30.144.134.215,1
DEV10283,USR10283,iPhone,Windows 11,89.222.7.218,1
DEV10284,USR10284,Windows Laptop,Android 13,168.39.33.134,1
DEV10285,USR10285,iPad,ChromeOS,4.87.52.117,0
DEV10286,USR10286,MacBook,Windows 8,119.38.77.47,0
DEV10287,USR10287,iPad,Linux Ubuntu,134.109.134.60,1
DEV10288,USR10288,Linux Desktop,iOS 17,175.143.209.132,0
DEV10289,USR10289,Linux Desktop,Windows 8,88.21.96.233,0
DEV10290,USR10290,ChromeOS Laptop,Windows 10,91.12.182.232,1
DEV10291,USR10291,Android Tablet,Windows 10,243.105.39.241,1
DEV10292,USR10292,MacBook,macOS Monterey,65.64.80.111,1
DEV10293,USR10293,Linux Desktop,ChromeOS,38.245.32.17,0
DEV10294,USR10294,Windows Laptop,ChromeOS,68.61.181.130,1
DEV10295,USR10295,Windows Desktop,Windows 8,29.209.48.16,0
DEV10296,USR10296,Linux Desktop,Linux Ubuntu,124.155.121.38,1
DEV10297,USR10297,Android Mobile,ChromeOS,123.49.195.70,0
DEV10298,USR10298,Unknown Device,Android 14,135.184.233.111,1
DEV10299,USR10299,Windows Desktop,iOS 16,105.34.12.115,0
DEV10300,USR10300,MacBook,Linux Fedora,163.230.16.26,0
DEV10301,USR10301,iPad,Windows 8,227.202.135.129,0
DEV10302,USR10302,ChromeOS Laptop,macOS Monterey,173.76.60.103,1
DEV10303,USR10303,Linux Desktop,Linux Fedora,52.138.185.75,1
DEV10304,USR10304,Android Tablet,Android 12,34.7.67.200,0
DEV10305,USR10305,Unknown Device,macOS Monterey,48.112.198.243,1
DEV10306,USR10306,MacBook,Android 12,22.27.123.132,0
DEV10307,USR10307,Unknown Device,Windows 11,167.162.251.95,1
DEV10308,USR10308,Windows Laptop,Android 14,245.231.168.125,1
DEV10309,USR10309,iPhone,iOS 17,238.97.75.59,0
DEV10310,USR10310,Android Mobile,macOS Ventura,47.115.22.49,1
DEV10311,USR10311,Windows Desktop,Android 12,20.127.195.228,0
DEV10312,USR10312,Android Tablet,iOS 16,11.6.255.25,1
DEV10313,USR10313,Unknown Device,ChromeOS,39.150.235.197,1
DEV10314,USR10314,iPhone,Linux Fedora,75.13.23.249,1
DEV10315,USR10315,Android Mobile,ChromeOS,122.117.97.173,1
DEV10316,USR10316,ChromeOS Laptop,Linux Ubuntu,117.207.63.40,0
DEV10317,USR10317,Android Mobile,iOS 15,212.91.172.82,1
DEV10318,USR10318,MacBook,iOS 15,20.225.76.216,1
DEV10319,USR10319,ChromeOS Laptop,Android 14,98.95.25.211,1
DEV10320,USR10320,Windows Laptop,Windows 11,16.191.254.61,1
DEV10321,USR10321,Windows Laptop,macOS Monterey,89.93.65.136,0
DEV10322,USR10322,Linux Desktop,Android 14,213.45.34.78,0
DEV10323,USR10323,Windows Laptop,Windows 11,41.165.134.195,0
DEV10324,USR10324,Android Mobile,Windows 8,153.21.19.97,1
DEV10325,USR10325,iPhone,Windows 8,125.15.129.247,0
DEV10326,USR10326,iPad,macOS Sonoma,42.92.97.253,0
DEV10327,USR10327,iPhone,macOS Monterey,200.88.138.65,0
DEV10328,USR10328,Linux Desktop,iOS 16,39.108.253.245,0
DEV10329,USR10329,Unknown Device,Windows 8,128.122.11.149,0
DEV10330,USR10330,iPad,iOS 17,61.114.117.123,0
DEV10331,USR10331,Windows Laptop,Windows 11,81.243.224.185,0
DEV10332,USR10332,Windows Desktop,iOS 16,33.139.64.245,0
DEV10333,USR10333,Android Mobile,iOS 15,63.8.144.64,0
DEV10334,USR10334,Unknown Device,Android 13,169.215.83.236,1
DEV10335,USR10335,ChromeOS Laptop,Windows 10,118.208.250.218,0
DEV10336,USR10336,iPhone,macOS Monterey,122.236.225.135,0
DEV10337,USR10337,iPhone,Windows 10,53.251.81.42,0
DEV10338,USR10338,Windows Desktop,Windows 8,179.141.197.150,0
DEV10339,USR10339,ChromeOS Laptop,iOS 17,116.67.63.184,0
DEV10340,USR10340,Android Tablet,Linux Ubuntu,125.47.164.127,1
DEV10341,USR10341,iPhone,Windows 10,21.71.128.19,0
DEV10342,USR10342,Windows Laptop,ChromeOS,41.175.240.136,0
DEV10343,USR10343,iPad,Android 14,248.40.124.165,1
DEV10344,USR10344,Android Tablet,iOS 15,73.150.150.228,0
DEV10345,USR10345,MacBook,Windows 11,157.68.40.163,0
DEV10346,USR10346,MacBook,Linux Ubuntu,50.57.207.172,0
DEV10347,USR10347,Android Mobile,Android 13,164.46.184.69,1
DEV10348,USR10348,iPad,Android 12,252.0.93.4,0
DEV10349,USR10349,Android Tablet,Linux Ubuntu,235.26.232.49,0
DEV10350,USR10350,Windows Desktop,Linux Fedora,237.78.234.23,1
DEV10351,USR10351,ChromeOS Laptop,macOS Ventura,3.115.165.22,0
DEV10352,USR10352,Android Tablet,ChromeOS,114.55.119.35,0
DEV10353,USR10353,MacBook,macOS Monterey,188.115.222.136,1
DEV10354,USR10354,Windows Laptop,iOS 16,24.193.65.195,1
DEV10355,USR10355,iPad,Linux Ubuntu,228.50.107.234,0
DEV10356,USR10356,iPad,Linux Fedora,73.199.131.78,0
DEV10357,USR10357,iPad,iOS 15,38.126.84.218,0
DEV10358,USR10358,Linux Desktop,macOS Sonoma,185.37.224.184,1
DEV10359,USR10359,Unknown Device,Linux Fedora,221.190.205.68,0
DEV10360,USR10360,Windows Desktop,Android 12,136.254.3.32,0
DEV10361,USR10361,Linux Desktop,Linux Ubuntu,15.145.109.20,0
DEV10362,USR10362,Android Mobile,Linux Fedora,50.212.242.7,0
DEV10363,USR10363,Unknown Device,Windows 11,200.81.253.112,0
DEV10364,USR10364,MacBook,iOS 16,221.172.3.216,1
DEV10365,USR10365,Android Mobile,Windows 8,248.185.201.141,0
DEV10366,USR10366,iPad,Windows 11,155.221.60.123,0
DEV10367,USR10367,ChromeOS Laptop,Windows 11,97.213.141.96,0
DEV10368,USR10368,Windows Desktop,macOS Monterey,191.123.108.4,1
DEV10369,USR10369,iPhone,macOS Sonoma,128.200.230.105,1
DEV10370,USR10370,Android Mobile,iOS 15,123.221.108.177,0
DEV10371,USR10371,MacBook,Windows 10,76.53.160.6,1
DEV10372,USR10372,Linux Desktop,macOS Sonoma,19.235.170.15,1
DEV10373,USR10373,iPhone,ChromeOS,248.4.26.221,0
DEV10374,USR10374,MacBook,Android 14,239.110.212.77,0
DEV10375,USR10375,Android Tablet,macOS Monterey,216.138.213.117,1
DEV10376,USR10376,iPad,iOS 16,87.75.31.57,1
DEV10377,USR10377,iPad,Android 13,189.228.16.166,0
DEV10378,USR10378,Android Mobile,Linux Ubuntu,61.65.131.207,1
DEV10379,USR10379,Linux Desktop,iOS 15,167.11.156.94,0
DEV10380,USR10380,Android Mobile,macOS Sonoma,73.174.54.85,0
DEV10381,USR10381,iPad,Android 12,110.208.44.53,0
DEV10382,USR10382,MacBook,Linux Fedora,64.112.107.91,0
DEV10383,USR10383,iPhone,Android 14,98.234.226.121,0
DEV10384,USR10384,Windows Desktop,macOS Monterey,65.132.225.29,1
DEV10385,USR10385,Windows Desktop,macOS Ventura,146.31.80.56,0
DEV10386,USR10386,Windows Desktop,iOS 16,228.66.179.160,1
DEV10387,USR10387,Unknown Device,Windows 11,204.80.107.121,1
DEV10388,USR10388,Windows Laptop,Windows 8,29.239.168.81,0
DEV10389,USR10389,iPhone,macOS Monterey,168.123.159.59,0
DEV10390,USR10390,Windows Desktop,Android 13,173.34.190.129,0
DEV10391,USR10391,MacBook,Android 14,94.196.205.9,0
DEV10392,USR10392,iPhone,Android 14,205.69.98.46,1
DEV10393,USR10393,Windows Laptop,Linux Fedora,218.81.68.37,1
DEV10394,USR10394,ChromeOS Laptop,macOS Ventura,199.105.61.151,0
DEV10395,USR10395,iPad,iOS 16,59.114.137.84,0
DEV10396,USR10396,Windows Laptop,Android 14,176.147.71.113,1
DEV10397,USR10397,Unknown Device,Windows 8,38.227.107.126,1
DEV10398,USR10398,Windows Desktop,Android 14,120.249.235.121,1
DEV10399,USR10399,Windows Desktop,Android 12,56.232.38.74,0
DEV10400,USR10400,iPhone,Linux Fedora,157.24.73.64,0
DEV10401,USR10401,Windows Desktop,Windows 8,170.10.243.204,0
DEV10402,USR10402,Unknown Device,macOS Ventura,156.121.22.36,0
DEV10403,USR10403,Windows Laptop,Windows 10,234.245.231.162,0
DEV10404,USR10404,iPad,Linux Fedora,25.79.156.224,0
DEV10405,USR10405,iPad,Windows 8,253.253.23.254,1
DEV10406,USR10406,ChromeOS Laptop,ChromeOS,130.93.3.234,1
DEV10407,USR10407,Linux Desktop,Linux Fedora,219.65.153.21,1
DEV10408,USR10408,ChromeOS Laptop,macOS Sonoma,255.133.98.74,0
DEV10409,USR10409,Android Mobile,iOS 17,196.65.131.243,0
DEV10410,USR10410,Windows Desktop,iOS 15,230.36.144.180,1
DEV10411,USR10411,MacBook,Android 14,173.122.56.81,1
DEV10412,USR10412,iPad,iOS 16,47.2.5.160,1
DEV10413,USR10413,Linux Desktop,Android 13,232.68.117.183,1
DEV10414,USR10414,Android Mobile,Linux Ubuntu,49.169.38.16,1
DEV10415,USR10415,Android Mobile,macOS Monterey,91.155.215.218,1
DEV10416,USR10416,Android Tablet,Windows 10,17.10.35.114,1
DEV10417,USR10417,ChromeOS Laptop,ChromeOS,7.141.90.18,1
DEV10418,USR10418,Windows Laptop,ChromeOS,98.229.147.65,0
DEV10419,USR10419,Unknown Device,iOS 16,137.139.87.188,0
DEV10420,USR10420,Android Tablet,Android 12,206.121.11.164,1
DEV10421,USR10421,iPad,Linux Ubuntu,188.233.98.156,1
DEV10422,USR10422,Android Mobile,macOS Monterey,148.25.23.227,0
DEV10423,USR10423,Linux Desktop,iOS 16,157.20.153.160,0
DEV10424,USR10424,Unknown Device,Linux Ubuntu,192.157.102.42,0
DEV10425,USR10425,Android Tablet,iOS 17,90.60.7.4,1
DEV10426,USR10426,iPhone,Android 13,98.61.67.237,0
DEV10427,USR10427,Linux Desktop,Linux Fedora,87.99.90.115,1
DEV10428,USR10428,MacBook,macOS Sonoma,78.67.227.144,1
DEV10429,USR10429,MacBook,Linux Fedora,28.216.222.249,1
DEV10430,USR10430,Windows Desktop,Linux Ubuntu,255.218.202.217,1
DEV10431,USR10431,Unknown Device,Windows 10,255.184.6.184,1
DEV10432,USR10432,Windows Desktop,iOS 16,73.227.13.239,1
DEV10433,USR10433,Windows Laptop,Android 14,105.154.193.131,1
DEV10434,USR10434,Unknown Device,macOS Ventura,96.239.199.70,0
DEV10435,USR10435,Android Tablet,Android 14,87.72.142.249,1
DEV10436,USR10436,Linux Desktop,iOS 17,237.7.75.69,1
DEV10437,USR10437,iPhone,Linux Fedora,136.185.226.129,0
DEV10438,USR10438,iPhone,macOS Sonoma,144.21.236.41,0
DEV10439,USR10439,Android Tablet,macOS Monterey,253.75.164.138,1
DEV10440,USR10440,Android Mobile,Linux Ubuntu,159.202.168.164,1
DEV10441,USR10441,iPad,iOS 17,5.41.2.114,0
DEV10442,USR10442,iPhone,ChromeOS,99.178.28.20,0
DEV10443,USR10443,Android Mobile,iOS 15,169.193.91.248,0
DEV10444,USR10444,ChromeOS Laptop,macOS Ventura,22.140.201.105,0
DEV10445,USR10445,ChromeOS Laptop,Linux Ubuntu,72.74.242.74,1
DEV10446,USR10446,Android Mobile,Windows 10,82.123.174.172,0
DEV10447,USR10447,Unknown Device,iOS 16,66.118.100.21,1
DEV10448,USR10448,Windows Desktop,Windows 8,173.244.40.68,1
DEV10449,USR10449,Unknown Device,Linux Fedora,1.253.183.232,0
DEV10450,USR10450,Windows Desktop,ChromeOS,166.92.191.34,1
DEV10451,USR10451,Android Tablet,iOS 17,82.155.180.246,0
DEV10452,USR10452,MacBook,iOS 17,12.152.112.137,0
DEV10453,USR10453,Windows Laptop,macOS Sonoma,117.219.218.63,0
DEV10454,USR10454,Windows Laptop,Linux Ubuntu,142.159.195.147,0
DEV10455,USR10455,Windows Desktop,macOS Ventura,198.182.17.9,0
DEV10456,USR10456,Windows Laptop,Android 14,60.213.224.186,0
DEV10457,USR10457,iPad,iOS 16,74.240.221.222,1
DEV10458,USR10458,Linux Desktop,Linux Ubuntu,119.60.1.162,1
DEV10459,USR10459,Windows Laptop,Windows 8,177.77.111.125,0
DEV10460,USR10460,ChromeOS Laptop,Android 14,198.197.70.62,1
DEV10461,USR10461,Android Mobile,Windows 8,78.239.218.42,1
DEV10462,USR10462,Linux Desktop,iOS 17,155.60.235.214,1
DEV10463,USR10463,Unknown Device,Android 12,63.172.169.226,1
DEV10464,USR10464,iPad,Windows 10,165.126.190.171,0
DEV10465,USR10465,Windows Laptop,Windows 11,194.16.201.232,0
DEV10466,USR10466,Android Tablet,Linux Fedora,193.116.181.49,1
DEV10467,USR10467,ChromeOS Laptop,iOS 17,198.244.13.185,1
DEV10468,USR10468,Unknown Device,Linux Fedora,155.21.50.1,0
DEV10469,USR10469,iPhone,Windows 11,221.126.204.191,0
DEV10470,USR10470,Windows Desktop,iOS 17,130.163.13.138,1
DEV10471,USR10471,Linux Desktop,macOS Monterey,62.146.221.209,0
DEV10472,USR10472,Windows Desktop,Android 14,231.88.187.137,0
DEV10473,USR10473,Linux Desktop,Windows 11,182.187.250.190,0
DEV10474,USR10474,iPad,iOS 15,106.147.160.220,1
DEV10475,USR10475,Windows Laptop,iOS 15,210.99.8.249,1
DEV10476,USR10476,Unknown Device,iOS 15,204.225.73.250,1
DEV10477,USR10477,Android Tablet,Android 12,21.176.66.64,1
DEV10478,USR10478,MacBook,iOS 15,11.35.197.16,1
DEV10479,USR10479,MacBook,macOS Monterey,130.110.162.63,0
DEV10480,USR10480,Unknown Device,Windows 10,1.223.26.67,0
DEV10481,USR10481,Windows Laptop,iOS 17,92.44.42.126,0
DEV10482,USR10482,Android Mobile,Linux Fedora,11.131.217.112,1
