blacklist_id,merchant_id,device_id,user_id,ip_address,reason,added_on
B00246,M00098,D00109,USR11642,192.168.122.125,High Risk Country Login,02-04-2020 21:38:00
B00283,M00045,D00489,USR11643,192.168.175.27,Brute Force Login Attempt,31-03-2022 18:00:30
B00076,M00286,D00468,USR11644,192.168.241.21,Duplicate Transaction,25-09-2025 23:35:58
B00184,M00094,D00034,USR11645,192.168.73.80,Unverified Email/Phone,16-01-2024 04:59:25
B00201,M00146,D00151,USR11646,192.168.23.48,Unverified Email/Phone,12-04-2021 13:27:30
B00110,M00135,D00298,USR11647,192.168.16.95,IP Address Mismatch,05-05-2024 15:22:04
B00114,M00487,D00058,USR11648,192.168.115.173,Suspicious Refund Pattern,03-10-2024 12:42:49
B00307,M00381,D00121,USR11649,192.168.194.214,Account Accessed From 2 Locations,10-12-2025 18:13:16
B00146,M00356,D00473,USR11650,192.168.247.148,Abnormal Spending Pattern,27-05-2020 21:06:13
B00185,M00314,D00294,USR11651,192.168.124.111,Multiple Failed Passwords,04-02-2020 03:50:29
B00176,M00136,D00098,USR11652,192.168.108.220,Transaction Velocity Too High,23-12-2022 02:26:09
B00044,M00195,D00390,USR11653,192.168.51.190,Device Not Recognized,14-09-2020 02:14:22
B00135,M00471,D00270,USR11654,192.168.227.222,Chargeback History,08-04-2020 18:12:23
B00217,M00378,D00069,USR11655,192.168.103.18,Mismatched Billing/Shipping Address,29-01-2023 09:14:34
B00411,M00293,D00430,USR11656,192.168.133.155,Account Accessed From 2 Locations,21-03-2022 17:38:26
B00102,M00413,D00466,USR11657,192.168.154.136,IP Address Mismatch,23-04-2023 17:48:48
B00354,M00167,D00419,USR11658,192.168.7.116,Mismatched Billing/Shipping Address,27-07-2021 12:38:56
B00373,M00004,D00289,USR11659,192.168.249.225,Multiple Failed Passwords,31-08-2022 16:42:46
B00329,M00119,D00072,USR11660,192.168.32.167,Unusual Location Change,31-03-2021 15:52:40
B00328,M00492,D00287,USR11661,192.168.150.41,High Risk Country Login,26-12-2021 04:07:01
B00464,M00457,D00132,USR11662,192.168.118.98,Blacklisted Device,25-11-2023 16:38:16
B00020,M00231,D00019,USR11663,192.168.121.11,High Risk Country Login,24-06-2021 03:38:28
B00131,M00129,D00076,USR11664,192.168.91.191,Account Accessed From 2 Locations,12-08-2020 20:26:08
B00130,M00125,D00427,USR11665,192.168.114.203,Device Not Recognized,16-06-2022 18:40:05
B00091,M00033,D00178,USR11666,192.168.116.242,High Risk Country Login,05-01-2021 17:28:26
B00207,M00271,D00165,USR11667,192.168.72.28,Proxy/VPN Detected,28-06-2024 01:56:43
B00085,M00011,D00410,USR11668,192.168.133.48,Too Many Transactions Quickly,06-08-2024 05:33:07
B00485,M00424,D00196,USR11669,192.168.161.77,Abnormal Spending Pattern,08-09-2021 03:25:03
B00120,M00100,D00122,USR11670,192.168.47.252,Suspicious Password Reset,05-02-2021 15:20:16
B00231,M00190,D00451,USR11671,192.168.131.130,Proxy/VPN Detected,16-11-2025 00:50:21
B00005,M00311,D00032,USR11672,192.168.47.244,Account Accessed From 2 Locations,19-05-2021 08:49:24
B00100,M00073,D00481,USR11673,192.168.182.12,Abnormal Spending Pattern,24-06-2021 15:33:44
B00158,M00233,D00057,USR11674,192.168.102.251,Brute Force Login Attempt,16-02-2022 11:14:49
B00141,M00184,D00301,USR11675,192.168.129.178,Duplicate Transaction,22-07-2020 01:49:39
B00392,M00013,D00274,USR11676,192.168.1.222,Brute Force Login Attempt,03-04-2024 19:58:39
B00391,M00209,D00431,USR11677,192.168.62.99,Suspicious Login Attempt,15-09-2023 01:59:58
B00414,M00163,D00060,USR11678,192.168.147.128,Device Not Recognized,17-04-2021 00:34:59
B00065,M00284,D00353,USR11679,192.168.241.35,Unverified Email/Phone,11-07-2020 09:52:43
B00434,M00245,D00279,USR11680,192.168.103.20,Unusual Location Change,11-08-2022 10:35:44
B00259,M00436,D00277,USR11681,192.168.121.221,Blacklisted Device,14-07-2023 18:32:34
B00117,M00487,D00019,USR11682,192.168.209.206,Suspicious Password Reset,25-07-2024 20:58:54
B00287,M00174,D00393,USR11683,192.168.136.159,IP Address Mismatch,07-03-2022 14:57:11
B00323,M00047,D00301,USR11684,192.168.70.90,Too Many Transactions Quickly,20-06-2021 17:44:53
B00437,M00499,D00135,USR11685,192.168.6.195,Duplicate Transaction,13-02-2021 20:14:13
B00423,M00049,D00151,USR11686,192.168.140.193,Account Accessed From 2 Locations,06-07-2021 02:30:30
B00434,M00244,D00328,USR11687,192.168.231.199,Suspicious Login Attempt,17-10-2025 03:53:35
B00219,M00280,D00126,USR11688,192.168.243.16,Proxy/VPN Detected,21-10-2024 02:35:00
B00313,M00081,D00174,USR11689,192.168.105.85,Mismatched Billing/Shipping Address,12-12-2023 19:08:25
B00331,M00353,D00262,USR11690,192.168.167.98,Unverified Email/Phone,25-06-2021 02:55:17
B00412,M00205,D00068,USR11691,192.168.63.37,Proxy/VPN Detected,19-10-2021 20:15:31
B00344,M00135,D00232,USR11692,192.168.52.90,Transaction Velocity Too High,11-11-2020 19:09:16
B00026,M00431,D00293,USR11693,192.168.57.159,High Risk Country Login,18-02-2024 05:18:02
B00044,M00422,D00188,USR11694,192.168.74.58,Brute Force Login Attempt,11-01-2021 22:50:14
B00055,M00413,D00178,USR11695,192.168.189.43,Chargeback History,12-09-2021 11:03:43
B00350,M00356,D00360,USR11696,192.168.146.57,Suspicious Password Reset,07-03-2024 10:33:59
B00499,M00299,D00153,USR11697,192.168.36.108,Proxy/VPN Detected,06-04-2023 21:41:04
B00294,M00487,D00156,USR11698,192.168.240.127,Transaction Velocity Too High,02-05-2024 16:11:11
B00471,M00455,D00002,USR11699,192.168.43.129,Proxy/VPN Detected,17-09-2020 13:49:39
B00040,M00345,D00301,USR11700,192.168.244.98,Proxy/VPN Detected,06-05-2022 04:50:56
B00236,M00171,D00122,USR11701,192.168.230.97,Unusual Location Change,31-01-2023 17:47:49
B00321,M00304,D00418,USR11702,192.168.160.228,Duplicate Transaction,09-09-2022 16:05:07
B00288,M00479,D00426,USR11703,192.168.10.129,Suspicious Login Attempt,09-07-2023 15:40:19
B00348,M00479,D00195,USR11704,192.168.163.131,Device Not Recognized,05-02-2024 13:45:16
B00084,M00054,D00004,USR11705,192.168.53.59,Multiple Failed Passwords,19-04-2024 20:19:03
B00138,M00256,D00362,USR11706,192.168.169.233,High Risk Country Login,05-04-2021 20:20:18
B00300,M00171,D00191,USR11707,192.168.132.130,Multiple Failed Passwords,09-09-2025 07:04:43
B00212,M00297,D00087,USR11708,192.168.230.148,Unverified Email/Phone,11-12-2020 04:19:46
B00108,M00165,D00284,USR11709,192.168.108.252,Transaction Velocity Too High,06-10-2021 07:12:10
B00174,M00042,D00045,USR11710,192.168.127.148,Device Not Recognized,27-11-2025 19:59:45
B00449,M00102,D00280,USR11711,192.168.12.56,Proxy/VPN Detected,03-02-2020 08:50:42
B00053,M00169,D00428,USR11712,192.168.203.171,Blacklisted Device,08-03-2023 12:44:44
B00015,M00247,D00420,USR11713,192.168.40.77,Multiple Failed Passwords,16-06-2025 20:48:27
B00363,M00452,D00241,USR11714,192.168.57.114,IP Address Mismatch,07-10-2024 00:07:56
B00191,M00338,D00322,USR11715,192.168.181.130,Chargeback History,14-07-2024 21:39:45
B00260,M00023,D00315,USR11716,192.168.119.12,Suspicious Refund Pattern,07-04-2021 11:41:39
B00357,M00268,D00373,USR11717,192.168.157.24,Chargeback History,26-01-2022 11:58:29
B00335,M00191,D00212,USR11718,192.168.97.163,Account Accessed From 2 Locations,09-11-2020 20:17:55
B00097,M00375,D00490,USR11719,192.168.77.162,Suspicious Refund Pattern,29-05-2024 01:54:31
B00458,M00354,D00103,USR11720,192.168.149.88,Brute Force Login Attempt,19-09-2022 14:55:46
B00204,M00187,D00003,USR11721,192.168.21.34,Blacklisted Device,20-08-2023 18:50:18
B00030,M00407,D00194,USR11722,192.168.164.210,Abnormal Spending Pattern,29-09-2021 15:16:51
B00139,M00126,D00191,USR11723,192.168.69.147,Unusual Location Change,19-04-2020 02:13:09
B00378,M00071,D00283,USR11724,192.168.136.130,IP Address Mismatch,23-02-2020 21:18:49
B00381,M00239,D00100,USR11725,192.168.138.211,Mismatched Billing/Shipping Address,01-04-2021 06:37:21
B00480,M00488,D00335,USR11726,192.168.0.231,Too Many Transactions Quickly,19-03-2025 18:20:47
B00203,M00044,D00149,USR11727,192.168.170.149,Mismatched Billing/Shipping Address,13-07-2021 22:57:20
B00268,M00041,D00288,USR11728,192.168.246.111,Brute Force Login Attempt,05-11-2022 05:17:22
B00175,M00025,D00082,USR11729,192.168.180.52,Brute Force Login Attempt,03-12-2021 06:01:56
B00284,M00392,D00135,USR11730,192.168.87.46,Transaction Velocity Too High,19-03-2021 17:09:38
B00260,M00192,D00023,USR11731,192.168.252.103,Duplicate Transaction,02-02-2023 12:33:19
B00470,M00115,D00066,USR11732,192.168.6.166,Unusual Location Change,15-11-2022 04:01:05
B00351,M00314,D00030,USR11733,192.168.186.41,Transaction Velocity Too High,29-01-2021 09:26:30
B00036,M00173,D00103,USR11734,192.168.252.231,Unverified Email/Phone,08-03-2023 05:14:00
B00364,M00424,D00354,USR11735,192.168.108.145,Transaction Velocity Too High,22-09-2023 07:25:08
B00111,M00129,D00380,USR11736,192.168.234.25,Suspicious Password Reset,09-01-2020 18:40:34
B00115,M00178,D00141,USR11737,192.168.105.210,Suspicious Refund Pattern,31-05-2023 22:42:50
B00047,M00078,D00235,USR11738,192.168.186.120,IP Address Mismatch,12-12-2024 06:05:08
B00448,M00166,D00371,USR11739,192.168.98.94,Mismatched Billing/Shipping Address,08-08-2020 07:14:39
B00237,M00282,D00204,USR11740,192.168.245.194,Suspicious Refund Pattern,21-07-2024 17:00:27
B00077,M00049,D00275,USR11741,192.168.225.14,Unusual Location Change,21-06-2024 10:52:14
B00330,M00290,D00129,USR11742,192.168.7.44,Suspicious Password Reset,05-09-2024 10:07:43
B00227,M00334,D00348,USR11743,192.168.150.151,Too Many Transactions Quickly,14-02-2022 03:53:24
B00375,M00121,D00422,USR11744,192.168.142.235,Abnormal Spending Pattern,26-10-2021 06:39:26
B00220,M00443,D00209,USR11745,192.168.134.128,Mismatched Billing/Shipping Address,22-09-2021 21:49:51
B00185,M00240,D00290,USR11746,192.168.213.67,Unverified Email/Phone,08-03-2020 02:49:38
B00033,M00127,D00441,USR11747,192.168.162.253,Unverified Email/Phone,03-07-2024 18:14:19
B00298,M00166,D00209,USR11748,192.168.208.251,Abnormal Spending Pattern,16-05-2021 03:36:58
B00021,M00410,D00444,USR11749,192.168.96.75,Unverified Email/Phone,25-05-2023 06:21:28
B00430,M00114,D00175,USR11750,192.168.56.18,Abnormal Spending Pattern,18-07-2025 23:16:52
B00143,M00193,D00419,USR11751,192.168.5.20,Too Many Transactions Quickly,06-04-2023 20:14:01
B00125,M00280,D00046,USR11752,192.168.1.222,Proxy/VPN Detected,28-08-2020 10:21:12
B00097,M00055,D00078,USR11753,192.168.104.245,Suspicious Password Reset,12-08-2023 12:27:42
B00268,M00220,D00398,USR11754,192.168.120.198,Mismatched Billing/Shipping Address,12-12-2021 20:13:52
B00145,M00300,D00125,USR11755,192.168.183.130,Proxy/VPN Detected,04-10-2021 01:55:46
B00328,M00258,D00374,USR11756,192.168.190.55,Too Many Transactions Quickly,24-11-2023 23:49:15
B00124,M00281,D00476,USR11757,192.168.26.251,Suspicious Password Reset,03-10-2023 10:09:59
B00294,M00075,D00252,USR11758,192.168.217.71,High Transaction Amount,31-07-2020 03:28:11
B00349,M00006,D00435,USR11759,192.168.16.6,Abnormal Spending Pattern,17-11-2020 03:21:01
B00300,M00355,D00194,USR11760,192.168.169.69,Blacklisted Device,27-03-2025 23:51:33
B00147,M00371,D00166,USR11761,192.168.18.15,Multiple Failed Passwords,12-05-2024 06:20:16
B00285,M00117,D00374,USR11762,192.168.16.33,Mismatched Billing/Shipping Address,16-03-2023 11:18:59
B00189,M00185,D00334,USR11763,192.168.175.95,Mismatched Billing/Shipping Address,22-12-2023 18:52:38
B00299,M00392,D00484,USR11764,192.168.164.224,Transaction Velocity Too High,27-06-2022 03:44:05
B00034,M00480,D00257,USR11765,192.168.221.77,High Transaction Amount,29-12-2023 16:52:55
B00170,M00484,D00222,USR11766,192.168.252.136,Unverified Email/Phone,29-02-2024 05:19:23
B00158,M00147,D00463,USR11767,192.168.76.154,Proxy/VPN Detected,13-10-2023 00:33:56
B00120,M00398,D00261,USR11768,192.168.87.51,Unverified Email/Phone,20-06-2020 07:03:28
B00144,M00406,D00233,USR11769,192.168.206.4,Suspicious Login Attempt,16-12-2023 16:17:09
B00299,M00143,D00054,USR11770,192.168.23.30,Abnormal Spending Pattern,22-01-2024 00:28:20
B00035,M00500,D00229,USR11771,192.168.51.219,Device Not Recognized,22-09-2024 14:39:41
B00275,M00267,D00088,USR11772,192.168.8.43,Blacklisted Device,28-07-2025 14:11:56
B00474,M00151,D00103,USR11773,192.168.49.209,High Transaction Amount,22-01-2023 06:49:39
B00053,M00356,D00223,USR11774,192.168.79.45,Device Not Recognized,28-03-2020 06:46:05
B00080,M00280,D00207,USR11775,192.168.145.179,Device Not Recognized,24-12-2022 20:54:55
B00261,M00457,D00011,USR11776,192.168.134.197,Suspicious Refund Pattern,07-09-2024 20:24:51
B00189,M00280,D00058,USR11777,192.168.105.35,Account Accessed From 2 Locations,05-10-2024 00:59:07
B00303,M00340,D00157,USR11778,192.168.151.132,IP Address Mismatch,01-03-2025 21:58:08
B00400,M00238,D00365,USR11779,192.168.84.190,Chargeback History,26-11-2022 14:15:38
B00406,M00196,D00232,USR11780,192.168.142.252,Device Not Recognized,19-12-2024 19:53:19
B00482,M00319,D00414,USR11781,192.168.161.159,Blacklisted Device,25-11-2021 15:10:36
B00039,M00047,D00123,USR11782,192.168.189.27,Duplicate Transaction,30-05-2022 12:55:54
B00345,M00255,D00427,USR11783,192.168.250.147,Multiple Failed Passwords,11-03-2022 16:47:09
B00407,M00324,D00146,USR11784,192.168.109.119,High Risk Country Login,25-06-2021 07:56:27
B00411,M00006,D00124,USR11785,192.168.64.30,Account Accessed From 2 Locations,19-11-2025 16:30:17
B00004,M00232,D00336,USR11786,192.168.36.126,High Transaction Amount,30-08-2024 17:05:08
B00455,M00011,D00437,USR11787,192.168.247.139,Brute Force Login Attempt,23-06-2023 03:00:02
B00437,M00489,D00021,USR11788,192.168.241.199,Suspicious Refund Pattern,04-07-2023 19:34:06
B00265,M00039,D00198,USR11789,192.168.99.147,Suspicious Refund Pattern,23-09-2022 11:52:59
B00257,M00055,D00295,USR11790,192.168.55.26,Mismatched Billing/Shipping Address,27-07-2021 01:37:11
B00494,M00006,D00147,USR11791,192.168.91.19,Unusual Location Change,16-08-2020 08:57:52
B00323,M00253,D00201,USR11792,192.168.255.41,Transaction Velocity Too High,26-11-2020 14:12:39
B00287,M00039,D00303,USR11793,192.168.33.83,Account Accessed From 2 Locations,02-11-2021 11:46:32
B00218,M00150,D00210,USR11794,192.168.89.25,Duplicate Transaction,06-03-2022 18:28:27
B00081,M00229,D00243,USR11795,192.168.91.204,Suspicious Login Attempt,08-05-2025 04:59:44
B00072,M00417,D00388,USR11796,192.168.255.144,Blacklisted Device,04-07-2023 02:14:37
B00437,M00256,D00355,USR11797,192.168.178.236,High Transaction Amount,22-08-2024 11:21:50
B00224,M00355,D00271,USR11798,192.168.72.193,Suspicious Login Attempt,02-01-2022 19:14:30
B00472,M00197,D00114,USR11799,192.168.229.243,Blacklisted Device,26-08-2025 06:39:04
B00465,M00236,D00188,USR11800,192.168.129.33,Brute Force Login Attempt,26-02-2025 11:05:30
B00224,M00202,D00465,USR11801,192.168.57.7,Suspicious Password Reset,06-05-2024 09:48:55
B00430,M00417,D00470,USR11802,192.168.190.127,Abnormal Spending Pattern,03-11-2020 05:38:31
B00267,M00060,D00486,USR11803,192.168.51.129,Brute Force Login Attempt,18-06-2024 19:41:20
B00472,M00192,D00158,USR11804,192.168.214.118,Multiple Failed Passwords,04-01-2023 22:56:52
B00057,M00207,D00018,USR11805,192.168.146.121,Transaction Velocity Too High,07-11-2023 09:40:34
B00051,M00348,D00272,USR11806,192.168.226.180,Suspicious Refund Pattern,24-01-2024 16:59:29
B00345,M00438,D00196,USR11807,192.168.27.250,Mismatched Billing/Shipping Address,17-02-2025 21:40:47
B00284,M00297,D00143,USR11808,192.168.53.226,Chargeback History,07-07-2024 14:10:55
B00171,M00173,D00126,USR11809,192.168.85.71,Unusual Location Change,22-01-2022 01:33:55
B00215,M00079,D00040,USR11810,192.168.233.241,Brute Force Login Attempt,19-05-2020 21:17:19
B00476,M00021,D00355,USR11811,192.168.182.222,Proxy/VPN Detected,09-06-2021 12:58:46
B00281,M00414,D00484,USR11812,192.168.173.167,Mismatched Billing/Shipping Address,07-12-2022 13:51:42
B00446,M00206,D00344,USR11813,192.168.14.166,Duplicate Transaction,24-08-2023 21:14:09
B00498,M00456,D00133,USR11814,192.168.44.165,Account Accessed From 2 Locations,19-03-2022 08:53:42
B00486,M00418,D00424,USR11815,192.168.129.141,Duplicate Transaction,05-03-2023 23:45:27
B00157,M00335,D00125,USR11816,192.168.170.120,Suspicious Refund Pattern,16-03-2025 06:52:43
B00113,M00225,D00491,USR11817,192.168.50.166,Suspicious Login Attempt,17-09-2024 15:58:47
B00232,M00067,D00272,USR11818,192.168.16.168,Suspicious Refund Pattern,04-02-2022 12:25:20
B00482,M00013,D00206,USR11819,192.168.85.133,Blacklisted Device,09-03-2024 20:32:33
B00458,M00411,D00305,USR11820,192.168.217.117,High Risk Country Login,31-03-2021 13:39:17
B00467,M00123,D00346,USR11821,192.168.37.166,Suspicious Refund Pattern,29-09-2022 07:05:52
B00096,M00087,D00476,USR11822,192.168.117.51,Abnormal Spending Pattern,09-02-2021 09:47:47
B00323,M00042,D00464,USR11823,192.168.76.86,Suspicious Refund Pattern,20-06-2025 02:36:13
B00154,M00191,D00441,USR11824,192.168.94.128,Suspicious Password Reset,14-06-2024 11:23:19
B00404,M00204,D00065,USR11825,192.168.23.248,Device Not Recognized,08-02-2024 01:33:11
B00189,M00244,D00118,USR11826,192.168.111.69,Multiple Failed Passwords,27-11-2020 18:11:05
B00363,M00054,D00381,USR11827,192.168.140.76,Mismatched Billing/Shipping Address,11-06-2023 19:05:49
B00363,M00320,D00312,USR11828,192.168.247.139,Suspicious Password Reset,30-08-2020 20:28:35
B00485,M00342,D00406,USR11829,192.168.158.233,Chargeback History,06-02-2023 07:30:01
B00437,M00178,D00460,USR11830,192.168.68.239,Device Not Recognized,25-09-2025 04:38:37
B00197,M00241,D00476,USR11831,192.168.122.197,Abnormal Spending Pattern,09-10-2021 18:33:20
B00265,M00339,D00012,USR11832,192.168.140.232,Suspicious Refund Pattern,06-03-2025 19:25:40
B00488,M00089,D00478,USR11833,192.168.114.12,Brute Force Login Attempt,15-10-2023 15:03:23
B00252,M00483,D00117,USR11834,192.168.130.252,Suspicious Login Attempt,05-05-2022 20:14:56
B00182,M00189,D00344,USR11835,192.168.81.235,Mismatched Billing/Shipping Address,02-02-2020 21:31:39
B00383,M00051,D00393,USR11836,192.168.6.130,Mismatched Billing/Shipping Address,05-01-2021 00:26:08
B00101,M00233,D00177,USR11837,192.168.22.133,Brute Force Login Attempt,18-02-2020 08:08:17
B00439,M00119,D00157,USR11838,192.168.3.251,Abnormal Spending Pattern,28-09-2024 18:13:05
B00290,M00104,D00474,USR11839,192.168.84.4,Transaction Velocity Too High,04-07-2024 04:12:51
B00199,M00355,D00207,USR11840,192.168.40.204,Too Many Transactions Quickly,12-01-2023 09:22:40
B00362,M00201,D00121,USR11841,192.168.238.212,Suspicious Login Attempt,13-12-2025 14:40:06
B00266,M00419,D00493,USR11842,192.168.131.209,Transaction Velocity Too High,12-07-2023 06:41:58
B00178,M00030,D00016,USR11843,192.168.231.183,Suspicious Password Reset,24-09-2024 20:55:25
B00431,M00119,D00209,USR11844,192.168.253.182,Account Accessed From 2 Locations,29-10-2021 22:27:38
B00260,M00215,D00127,USR11845,192.168.197.27,Blacklisted Device,29-08-2021 11:30:40
B00388,M00419,D00242,USR11846,192.168.42.4,Suspicious Login Attempt,20-07-2020 20:23:24
B00232,M00394,D00460,USR11847,192.168.239.123,Blacklisted Device,23-06-2024 17:29:12
B00462,M00382,D00188,USR11848,192.168.177.53,Brute Force Login Attempt,10-11-2020 04:26:50
B00449,M00460,D00457,USR11849,192.168.153.77,Blacklisted Device,28-01-2025 08:12:46
B00207,M00190,D00199,USR11850,192.168.218.254,Multiple Failed Passwords,11-09-2021 08:31:52
B00328,M00492,D00179,USR11851,192.168.139.196,Proxy/VPN Detected,12-01-2024 21:48:04
B00071,M00252,D00096,USR11852,192.168.108.58,Multiple Failed Passwords,09-04-2025 21:57:52
B00326,M00145,D00188,USR11853,192.168.158.174,Abnormal Spending Pattern,26-10-2021 00:01:15
B00197,M00500,D00439,USR11854,192.168.30.149,Transaction Velocity Too High,23-05-2020 00:12:52
B00346,M00414,D00139,USR11855,192.168.10.81,Chargeback History,14-02-2022 12:27:22
B00138,M00014,D00170,USR11856,192.168.183.185,Multiple Failed Passwords,21-07-2025 21:37:42
B00375,M00415,D00292,USR11857,192.168.127.205,Suspicious Password Reset,15-10-2020 17:27:32
B00087,M00135,D00083,USR11858,192.168.243.43,Brute Force Login Attempt,02-09-2025 21:00:56
B00109,M00239,D00247,USR11859,192.168.147.244,Duplicate Transaction,17-05-2025 16:11:46
B00407,M00247,D00391,USR11860,192.168.136.112,Suspicious Login Attempt,01-07-2023 11:26:11
B00086,M00224,D00127,USR11861,192.168.49.119,Mismatched Billing/Shipping Address,17-01-2023 06:36:08
B00475,M00330,D00074,USR11862,192.168.186.134,Blacklisted Device,14-10-2021 13:11:05
B00118,M00435,D00366,USR11863,192.168.0.91,Unusual Location Change,24-11-2023 13:10:01
B00264,M00178,D00252,USR11864,192.168.43.146,Transaction Velocity Too High,06-03-2020 23:06:20
B00489,M00248,D00492,USR11865,192.168.182.9,Blacklisted Device,21-07-2025 22:05:13
B00148,M00496,D00102,USR11866,192.168.86.62,Suspicious Login Attempt,16-12-2023 15:50:41
B00216,M00222,D00173,USR11867,192.168.152.97,High Risk Country Login,08-10-2025 00:58:46
B00437,M00405,D00132,USR11868,192.168.50.63,Blacklisted Device,13-08-2025 14:25:31
B00340,M00053,D00076,USR11869,192.168.7.185,Brute Force Login Attempt,05-08-2020 19:13:03
B00278,M00444,D00053,USR11870,192.168.144.130,Multiple Failed Passwords,17-04-2024 15:30:47
B00491,M00476,D00340,USR11871,192.168.251.110,Suspicious Password Reset,02-07-2023 06:40:58
B00132,M00309,D00163,USR11872,192.168.93.126,Mismatched Billing/Shipping Address,15-11-2020 21:50:14
B00147,M00318,D00328,USR11873,192.168.226.8,Mismatched Billing/Shipping Address,03-01-2025 05:53:15
B00085,M00053,D00331,USR11874,192.168.249.206,Suspicious Login Attempt,13-03-2025 07:03:29
B00135,M00241,D00444,USR11875,192.168.193.213,Suspicious Refund Pattern,01-04-2023 02:46:55
B00212,M00054,D00365,USR11876,192.168.19.76,High Risk Country Login,28-01-2021 23:26:58
B00191,M00489,D00330,USR11877,192.168.92.9,Proxy/VPN Detected,29-09-2022 17:39:06
B00477,M00307,D00138,USR11878,192.168.128.80,Suspicious Refund Pattern,19-03-2023 04:14:32
B00174,M00286,D00390,USR11879,192.168.158.92,Unusual Location Change,11-11-2020 19:38:27
B00121,M00456,D00246,USR11880,192.168.130.60,Blacklisted Device,08-07-2025 19:45:30
B00471,M00173,D00484,USR11881,192.168.55.42,Mismatched Billing/Shipping Address,12-01-2024 11:40:11
B00160,M00487,D00216,USR11882,192.168.57.81,Suspicious Refund Pattern,07-01-2022 12:13:49
B00416,M00330,D00317,USR11883,192.168.40.233,Duplicate Transaction,13-09-2022 00:10:14
B00126,M00464,D00438,USR11884,192.168.157.22,Suspicious Refund Pattern,18-06-2023 18:45:01
B00220,M00264,D00063,USR11885,192.168.251.72,Chargeback History,07-12-2022 14:51:46
B00281,M00186,D00208,USR11886,192.168.214.159,Duplicate Transaction,04-05-2020 23:53:46
B00460,M00131,D00256,USR11887,192.168.224.73,Unverified Email/Phone,28-03-2021 09:29:42
B00119,M00087,D00014,USR11888,192.168.20.59,High Risk Country Login,04-12-2023 19:03:36
B00366,M00029,D00284,USR11889,192.168.61.139,Account Accessed From 2 Locations,23-06-2021 19:21:01
B00149,M00296,D00159,USR11890,192.168.238.126,Brute Force Login Attempt,01-10-2024 16:49:54
B00393,M00408,D00284,USR11891,192.168.209.9,Mismatched Billing/Shipping Address,16-09-2021 00:43:03
B00154,M00153,D00489,USR11892,192.168.3.7,Proxy/VPN Detected,26-07-2022 03:21:39
B00399,M00073,D00152,USR11893,192.168.116.213,High Transaction Amount,21-09-2021 01:34:15
B00224,M00196,D00084,USR11894,192.168.227.193,Suspicious Login Attempt,16-11-2023 04:44:20
B00186,M00280,D00234,USR11895,192.168.173.217,Transaction Velocity Too High,11-07-2022 06:27:24
B00352,M00094,D00406,USR11896,192.168.40.88,High Risk Country Login,17-04-2021 19:38:21
B00037,M00186,D00109,USR11897,192.168.110.24,Blacklisted Device,08-06-2024 08:25:11
B00229,M00312,D00162,USR11898,192.168.152.206,High Risk Country Login,21-03-2022 07:42:04
B00464,M00174,D00411,USR11899,192.168.190.83,Multiple Failed Passwords,31-01-2023 10:42:06
B00061,M00245,D00458,USR11900,192.168.221.212,Unusual Location Change,05-06-2021 19:37:14
B00360,M00296,D00186,USR11901,192.168.5.251,Multiple Failed Passwords,30-08-2025 06:53:08
B00247,M00235,D00005,USR11902,192.168.121.143,Duplicate Transaction,28-04-2025 17:18:33
B00054,M00477,D00027,USR11903,192.168.29.198,Unusual Location Change,21-12-2021 14:10:30
B00122,M00279,D00016,USR11904,192.168.216.102,Unusual Location Change,06-02-2021 20:48:58
B00395,M00001,D00147,USR11905,192.168.138.182,High Transaction Amount,28-10-2020 02:57:55
B00477,M00420,D00346,USR11906,192.168.255.94,Blacklisted Device,18-02-2022 06:06:52
B00460,M00171,D00264,USR11907,192.168.114.122,Brute Force Login Attempt,03-12-2025 10:39:12
B00365,M00002,D00387,USR11908,192.168.5.56,Mismatched Billing/Shipping Address,29-08-2025 16:02:20
B00165,M00252,D00298,USR11909,192.168.133.13,IP Address Mismatch,12-04-2023 00:54:55
B00259,M00281,D00160,USR11910,192.168.130.166,High Transaction Amount,10-12-2024 15:32:09
B00003,M00149,D00045,USR11911,192.168.32.225,Suspicious Refund Pattern,02-05-2024 07:19:16
B00262,M00434,D00059,USR11912,192.168.142.79,Transaction Velocity Too High,01-03-2024 20:03:35
B00486,M00365,D00058,USR11913,192.168.166.197,Chargeback History,20-01-2025 00:26:52
B00215,M00295,D00397,USR11914,192.168.222.221,Transaction Velocity Too High,04-04-2025 09:06:36
B00095,M00439,D00373,USR11915,192.168.69.195,High Risk Country Login,23-02-2024 23:20:18
B00314,M00395,D00188,USR11916,192.168.127.152,Abnormal Spending Pattern,06-02-2025 14:13:06
B00013,M00308,D00156,USR11917,192.168.147.17,Mismatched Billing/Shipping Address,04-10-2024 07:14:27
B00227,M00249,D00099,USR11918,192.168.105.230,Mismatched Billing/Shipping Address,10-02-2023 01:43:59
B00221,M00436,D00119,USR11919,192.168.40.206,High Transaction Amount,12-08-2022 01:39:40
B00278,M00047,D00021,USR11920,192.168.111.145,Account Accessed From 2 Locations,23-07-2022 01:26:56
B00093,M00262,D00197,USR11921,192.168.181.109,Chargeback History,20-08-2023 03:31:11
B00166,M00182,D00350,USR11922,192.168.48.187,Unusual Location Change,28-09-2024 11:58:29
B00187,M00453,D00053,USR11923,192.168.20.102,High Risk Country Login,01-03-2023 15:39:38
