user_id,merchant_id,merchant_name,merchant_category  ,city,is_blacklisted
USR07274,M00113,PrimeDecor,Home & Furniture,Kota,1
USR07275,M00341,BigCart Grocery,Grocery & Supermarket,Ahmedabad,1
USR07276,M00393,RoadMate Cars,Travel & Transport,Bhopal,0
USR07277,M00486,Gadget Point,Electronics,Navi Mumbai,1
USR07278,M00025,TechWorld,Electronics,Bhopal,1
USR07279,M00001,Dream Prints,Services,Mira-Bhayandar,1
USR07280,M00473,PremiumFurnish,Home & Furniture,Mumbai,1
USR07281,M00294,Gadget Point,Electronics,Kalyan-Dombivli,0
USR07282,M00096,Pizza Planet,Food & Beverages,Indore,1
USR07283,M00246,CleanWash Laundry,Services,Delhi,0
USR07284,M00227,SkillHub Learning,Services,Jalandhar,1
USR07285,M00088,PremiumFurnish,Home & Furniture,Thane,1
USR07286,M00452,FastWheels Rental,Travel & Transport,Vadodara,1
USR07287,M00284,Burger World,Food & Beverages,Kalyan-Dombivli,0
USR07288,M00333,SkillHub Learning,Services,Meerut,0
USR07289,M00477,OfferBazaar,E-Commerce,Aligarh,1
USR07290,M00226,PharmaTrust,Health & Medical,Varanasi,1
USR07291,M00425,SafePay Solutions,Finance & Payment,Gwalior,1
USR07292,M00334,MasterArt Studio,Services,Dhanbad,0
USR07293,M00169,HomeCraft Furnish,Home & Furniture,Surat,1
USR07294,M00480,GoodLife Healthcare,Health & Medical,Ranchi,0
USR07295,M00224,MetroTaxi Services,Travel & Transport,Aurangabad,1
USR07296,M00119,Kebab Junction,Food & Beverages,Kolkata,1
USR07297,M00432,FlyHigh Airlines,Travel & Transport,Bhopal,1
USR07298,M00358,MegaOnline,E-Commerce,Pimpri-Chinchwad,1
USR07299,M00420,FashionBay,Fashion & Apparel,Patna,1
USR07300,M00106,PremiumFurnish,Home & Furniture,Srinagar,0
USR07301,M00192,TrendyCart,Fashion & Apparel,Thane,1
USR07302,M00385,CyberStore,Electronics,Faridabad,1
USR07303,M00168,HomeCraft Furnish,Home & Furniture,Gwalior,1
USR07304,M00188,KartPlanet,E-Commerce,Meerut,1
USR07305,M00437,FoodPlus,Grocery & Supermarket,Tiruchirappalli,1
USR07306,M00284,BigCart Grocery,Grocery & Supermarket,Kalyan-Dombivli,1
USR07307,M00373,FinTrust Corp,Finance & Payment,Amritsar,0
USR07308,M00390,SecureFinance Co,Finance & Payment,Pune,0
USR07309,M00462,Comfort Living,Home & Furniture,Gwalior,1
USR07310,M00247,TechStreet,Electronics,Bhubaneswar,1
USR07311,M00257,PremiumFurnish,Home & Furniture,Ghaziabad,0
USR07312,M00362,BuyBoss,E-Commerce,Thane,1
USR07313,M00490,MicroCredit India,Finance & Payment,Dhanbad,1
USR07314,M00130,HomeCraft Furnish,Home & Furniture,Visakhapatnam,0
USR07315,M00003,SecureFinance Co,Finance & Payment,Bangalore,1
USR07316,M00022,MasterArt Studio,Services,Allahabad,1
USR07317,M00026,PaySmart Wallet,Finance & Payment,Thane,1
USR07318,M00245,SpiceNation,Food & Beverages,Faridabad,0
USR07319,M00057,Dream Prints,Services,Bareilly,1
USR07320,M00418,TechStreet,Electronics,Navi Mumbai,1
USR07321,M00039,Mobile Planet,Electronics,Pune,0
USR07322,M00038,Creative Media,Services,Madurai,0
USR07323,M00336,RoyalBazaar,Fashion & Apparel,Aurangabad,0
USR07324,M00394,FastWheels Rental,Travel & Transport,Solapur,0
USR07325,M00276,Comfort Living,Home & Furniture,Kolkata,1
USR07326,M00219,Creative Media,Services,Kanpur,1
USR07327,M00245,UrbanWear,Fashion & Apparel,Varanasi,1
USR07328,M00296,IndiaDeals,E-Commerce,Gurgaon,0
USR07329,M00280,FreshStyle,Fashion & Apparel,Bangalore,0
USR07330,M00273,HomeBasket,Grocery & Supermarket,Kolkata,1
USR07331,M00347,TrendDealz,E-Commerce,Ludhiana,0
USR07332,M00299,GoldenGym Fitness,Other,Patna,1
USR07333,M00368,QuickBasket,Grocery & Supermarket,Nagpur,1
USR07334,M00130,MegaMart,Fashion & Apparel,Agra,0
USR07335,M00169,GoodLife Healthcare,Health & Medical,Ranchi,0
USR07336,M00438,Burger World,Food & Beverages,Thane,0
USR07337,M00476,OfferBazaar,E-Commerce,Gurgaon,0
USR07338,M00286,SkillHub Learning,Services,Jaipur,0
USR07339,M00096,ProFix Repairs,Services,Nagpur,1
USR07340,M00473,IndiaDeals,E-Commerce,Allahabad,0
USR07341,M00111,GoodLife Healthcare,Health & Medical,Thane,1
USR07342,M00224,Creative Media,Services,Ghaziabad,1
USR07343,M00055,HomeCraft Furnish,Home & Furniture,Aligarh,1
USR07344,M00236,ChaiWala Express,Food & Beverages,Dhanbad,0
USR07345,M00354,LoanBridge Pvt Ltd,Finance & Payment,Hyderabad,1
USR07346,M00442,QuickBasket,Grocery & Supermarket,Kalyan-Dombivli,0
USR07347,M00455,Royal Interiors,Home & Furniture,Bareilly,0
USR07348,M00018,DigitalMart,Electronics,Kalyan-Dombivli,1
USR07349,M00415,RoadMate Cars,Travel & Transport,Hubli-Dharwad,0
USR07350,M00389,WellnessStreet,Health & Medical,Vasai-Virar,1
USR07351,M00196,SafePay Solutions,Finance & Payment,Ranchi,0
USR07352,M00177,FoodKing,Food & Beverages,Solapur,0
USR07353,M00146,Sparkle Cleaning,Services,Jabalpur,0
USR07354,M00310,UrbanSheets,Home & Furniture,Dhanbad,0
USR07355,M00361,PaySmart Wallet,Finance & Payment,Nashik,0
USR07356,M00041,PrimeDecor,Home & Furniture,Visakhapatnam,0
USR07357,M00489,ProFix Repairs,Services,Bhubaneswar,0
USR07358,M00382,RoadMate Cars,Travel & Transport,Raipur,0
USR07359,M00017,CyberStore,Electronics,Rajkot,1
USR07360,M00300,ElectroHub,Electronics,Coimbatore,0
USR07361,M00266,SmartGrocer,Grocery & Supermarket,Jodhpur,0
USR07362,M00173,Device Galaxy,Electronics,Lucknow,1
USR07363,M00237,ExpressAuto Hire,Travel & Transport,Tiruchirappalli,1
USR07364,M00351,TrendZone,Fashion & Apparel,Kolkata,0
USR07365,M00086,GlobalMall,E-Commerce,Tiruchirappalli,0
USR07366,M00063,Medico Care,Health & Medical,Tiruchirappalli,0
USR07367,M00442,MetroTaxi Services,Travel & Transport,Hyderabad,1
USR07368,M00282,RoyalBazaar,Fashion & Apparel,Nashik,1
USR07369,M00031,LivingSpaces,Home & Furniture,Nashik,1
USR07370,M00244,ShopFlix,E-Commerce,Chennai,1
USR07371,M00421,DealBucket,E-Commerce,Kalyan-Dombivli,0
USR07372,M00123,India Tour Trip,Travel & Transport,Gwalior,1
USR07373,M00103,GoodLife Healthcare,Health & Medical,Nagpur,1
USR07374,M00246,FinTrust Corp,Finance & Payment,Kalyan-Dombivli,0
USR07375,M00216,PremiumFurnish,Home & Furniture,Nagpur,0
USR07376,M00276,PremiumFurnish,Home & Furniture,Navi Mumbai,0
USR07377,M00380,Medico Care,Health & Medical,Aligarh,0
USR07378,M00145,MasterArt Studio,Services,Jalandhar,1
USR07379,M00202,SafePay Solutions,Finance & Payment,Aurangabad,0
USR07380,M00236,GoRide Mobility,Travel & Transport,Bhopal,0
USR07381,M00177,QuickBasket,Grocery & Supermarket,Ranchi,1
USR07382,M00148,PharmaTrust,Health & Medical,Tiruchirappalli,1
USR07383,M00291,MetroTaxi Services,Travel & Transport,Moradabad,1
USR07384,M00138,TrendZone,Fashion & Apparel,Raipur,1
USR07385,M00425,SmartGrocer,Grocery & Supermarket,Ahmedabad,0
USR07386,M00162,IndiaDeals,E-Commerce,Ahmedabad,0
USR07387,M00317,MediCart Store,Health & Medical,Jalandhar,0
USR07388,M00240,MegaMart,Fashion & Apparel,Varanasi,1
USR07389,M00155,EasyDay Mart,Grocery & Supermarket,Kolkata,0
USR07390,M00175,SkillHub Learning,Services,Patna,0
USR07391,M00473,CityCab Travels,Travel & Transport,Thane,1
USR07392,M00032,Device Galaxy,Electronics,Thane,1
USR07393,M00435,GlobalMall,E-Commerce,Kanpur,0
USR07394,M00010,UrbanCafe,Food & Beverages,Faridabad,0
USR07395,M00002,Dream Prints,Services,Jalandhar,0
USR07396,M00368,Gadget Point,Electronics,Allahabad,0
USR07397,M00358,LivingSpaces,Home & Furniture,Mysore,1
USR07398,M00286,MegaOnline,E-Commerce,Nashik,0
USR07399,M00483,StyleHub,Fashion & Apparel,Guwahati,0
USR07400,M00280,PaySmart Wallet,Finance & Payment,Ghaziabad,1
USR07401,M00295,FastWheels Rental,Travel & Transport,Mira-Bhayandar,0
USR07402,M00330,TrendZone,Fashion & Apparel,Chandigarh,1
USR07403,M00046,SecureFinance Co,Finance & Payment,Faridabad,0
USR07404,M00407,GlobalMall,E-Commerce,Allahabad,0
USR07405,M00306,ElectroHub,Electronics,Jaipur,0
USR07406,M00215,EliteSaloon & Spa,Services,Kanpur,1
USR07407,M00404,SweetCorner,Food & Beverages,Mira-Bhayandar,0
USR07408,M00301,BuyBoss,E-Commerce,Kanpur,0
USR07409,M00168,Kebab Junction,Food & Beverages,Jabalpur,1
USR07410,M00212,PrimeDecor,Home & Furniture,Moradabad,1
USR07411,M00352,MicroCredit India,Finance & Payment,Ghaziabad,0
USR07412,M00165,DigitalMart,Electronics,Madurai,1
USR07413,M00397,FinTrust Corp,Finance & Payment,Moradabad,1
USR07414,M00267,MicroCredit India,Finance & Payment,Jalandhar,1
USR07415,M00167,ShopFlix,E-Commerce,Gwalior,0
USR07416,M00345,SpiceNation,Food & Beverages,Agra,0
USR07417,M00386,CyberStore,Electronics,Salem,1
USR07418,M00191,Apollo Pharmacy,Health & Medical,Navi Mumbai,1
USR07419,M00111,Mobile Planet,Electronics,Nashik,1
USR07420,M00337,ClothCraft,Fashion & Apparel,Nagpur,1
USR07421,M00119,ElectroHub,Electronics,Moradabad,1
USR07422,M00375,BharatMoney Transfer,Finance & Payment,Pimpri-Chinchwad,1
USR07423,M00436,PharmaTrust,Health & Medical,Nashik,1
USR07424,M00038,Apollo Pharmacy,Health & Medical,Gurgaon,1
USR07425,M00300,MegaOnline,E-Commerce,Vijayawada,0
USR07426,M00179,QuickBasket,Grocery & Supermarket,Pune,0
USR07427,M00071,StreetStyle,Fashion & Apparel,Mira-Bhayandar,0
USR07428,M00058,MetroTaxi Services,Travel & Transport,Surat,1
USR07429,M00464,Laptronics,Electronics,Agra,1
USR07430,M00387,GoRide Mobility,Travel & Transport,Vadodara,0
USR07431,M00048,IndiaDeals,E-Commerce,Kanpur,1
USR07432,M00127,TrendZone,Fashion & Apparel,Hyderabad,1
USR07433,M00341,EventPlus Management,Services,Pune,1
USR07434,M00350,PaySmart Wallet,Finance & Payment,Dhanbad,1
USR07435,M00028,Comfort Living,Home & Furniture,Meerut,0
USR07436,M00403,ElectroHub,Electronics,Delhi,0
USR07437,M00497,SkillHub Learning,Services,Hubli-Dharwad,0
USR07438,M00317,HomeZone,Home & Furniture,Meerut,1
USR07439,M00389,FoodKing,Food & Beverages,Vijayawada,0
USR07440,M00233,HealthFirst Pharmacy,Health & Medical,Ahmedabad,1
USR07441,M00122,FinTrust Corp,Finance & Payment,Kolkata,1
USR07442,M00330,GreenFarm Store,Grocery & Supermarket,Tiruchirappalli,1
USR07443,M00390,Laptronics,Electronics,Thane,1
USR07444,M00423,TrendZone,Fashion & Apparel,Kalyan-Dombivli,1
USR07445,M00150,EasyDay Mart,Grocery & Supermarket,Coimbatore,1
USR07446,M00068,GoodLife Healthcare,Health & Medical,Allahabad,1
USR07447,M00286,RoadMate Cars,Travel & Transport,Vijayawada,1
USR07448,M00236,BigCart Grocery,Grocery & Supermarket,Bhopal,1
USR07449,M00108,HomeZone,Home & Furniture,Ahmedabad,1
USR07450,M00312,TrendyCart,Fashion & Apparel,Bareilly,1
USR07451,M00348,HomeCraft Furnish,Home & Furniture,Coimbatore,0
USR07452,M00045,PremiumFurnish,Home & Furniture,Vadodara,1
USR07453,M00263,SmartTech,Electronics,Kota,1
USR07454,M00306,SmartTech,Electronics,Aligarh,0
USR07455,M00333,FreshMart,Grocery & Supermarket,Visakhapatnam,1
USR07456,M00368,ElectroHub,Electronics,Gurgaon,0
USR07457,M00305,MetroTaxi Services,Travel & Transport,Chandigarh,1
USR07458,M00405,MicroCredit India,Finance & Payment,Jaipur,0
USR07459,M00478,BuyBoss,E-Commerce,Thane,0
USR07460,M00113,SkillHub Learning,Services,Amritsar,0
USR07461,M00171,GoRide Mobility,Travel & Transport,Ranchi,1
USR07462,M00116,Medline Wellness,Health & Medical,Kanpur,0
USR07463,M00366,TechStreet,Electronics,Vijayawada,1
USR07464,M00029,OfferBazaar,E-Commerce,Visakhapatnam,1
USR07465,M00206,FlyHigh Airlines,Travel & Transport,Vadodara,0
USR07466,M00302,UrbanWear,Fashion & Apparel,Nagpur,1
USR07467,M00467,TrendyCart,Fashion & Apparel,Mira-Bhayandar,1
USR07468,M00325,TechStreet,Electronics,Ranchi,0
USR07469,M00192,SpiceNation,Food & Beverages,Aurangabad,1
USR07470,M00003,LivingSpaces,Home & Furniture,Agra,0
USR07471,M00154,Mobile Planet,Electronics,Bareilly,0
USR07472,M00228,Speedy Travels,Travel & Transport,Madurai,0
USR07473,M00014,MetroTaxi Services,Travel & Transport,Faridabad,0
USR07474,M00069,FreshChoice,Grocery & Supermarket,Kolkata,1
USR07475,M00207,MegaMart,Fashion & Apparel,Ranchi,1
USR07476,M00270,BuyBoss,E-Commerce,Amritsar,0
USR07477,M00033,Royal Interiors,Home & Furniture,Lucknow,0
USR07478,M00094,Laptronics,Electronics,Varanasi,1
USR07479,M00108,FlyHigh Airlines,Travel & Transport,Dhanbad,1
USR07480,M00388,LoanBridge Pvt Ltd,Finance & Payment,Meerut,1
USR07481,M00291,Sparkle Cleaning,Services,Moradabad,0
USR07482,M00072,PrimeDecor,Home & Furniture,Dhanbad,0
USR07483,M00269,ClothCraft,Fashion & Apparel,Hubli-Dharwad,0
USR07484,M00489,Medline Wellness,Health & Medical,Coimbatore,0
USR07485,M00201,StreetStyle,Fashion & Apparel,Visakhapatnam,0
USR07486,M00251,India Tour Trip,Travel & Transport,Kolkata,0
USR07487,M00401,Medline Wellness,Health & Medical,Chennai,1
USR07488,M00288,DigitalMart,Electronics,Nagpur,0
USR07489,M00464,ProFix Repairs,Services,Bhopal,1
USR07490,M00161,TrendZone,Fashion & Apparel,Nashik,0
USR07491,M00316,MicroCredit India,Finance & Payment,Raipur,1
USR07492,M00303,BharatMoney Transfer,Finance & Payment,Mumbai,1
USR07493,M00036,Kebab Junction,Food & Beverages,Allahabad,1
USR07494,M00020,Biryani House,Food & Beverages,Jaipur,1
USR07495,M00449,ChaiWala Express,Food & Beverages,Amritsar,0
USR07496,M00035,UrbanSheets,Home & Furniture,Jaipur,1
USR07497,M00195,MasterArt Studio,Services,Navi Mumbai,0
USR07498,M00466,LoanBridge Pvt Ltd,Finance & Payment,Srinagar,0
USR07499,M00006,Lifewell Medicals,Health & Medical,Patna,1
USR07500,M00099,StyleHub,Fashion & Apparel,Solapur,1
USR07501,M00230,PaySmart Wallet,Finance & Payment,Jalandhar,0
USR07502,M00099,DigitalMart,Electronics,Jalandhar,1
USR07503,M00216,ExpressAuto Hire,Travel & Transport,Kolkata,0
USR07504,M00439,DecorPoint,Home & Furniture,Lucknow,0
USR07505,M00063,Lifewell Medicals,Health & Medical,Bhubaneswar,1
USR07506,M00313,PrimeDecor,Home & Furniture,Bareilly,0
USR07507,M00053,MasterArt Studio,Services,Delhi,0
USR07508,M00014,UrbanSheets,Home & Furniture,Jodhpur,1
USR07509,M00197,MediCart Store,Health & Medical,Mysore,0
USR07510,M00129,SmartTech,Electronics,Solapur,1
USR07511,M00262,Kebab Junction,Food & Beverages,Jaipur,0
USR07512,M00383,RoyalBazaar,Fashion & Apparel,Kota,0
USR07513,M00032,MediCart Store,Health & Medical,Gwalior,1
USR07514,M00381,StyleHub,Fashion & Apparel,Bangalore,0
USR07515,M00415,Gadget Point,Electronics,Bareilly,0
USR07516,M00252,BharatMoney Transfer,Finance & Payment,Pimpri-Chinchwad,1
USR07517,M00258,TechWorld,Electronics,Surat,1
USR07518,M00043,SpiceNation,Food & Beverages,Kolkata,1
USR07519,M00349,RapidPay Services,Finance & Payment,Ranchi,0
USR07520,M00079,StyleHub,Fashion & Apparel,Meerut,0
USR07521,M00404,BigCart Grocery,Grocery & Supermarket,Tiruchirappalli,0
USR07522,M00208,Mobile Planet,Electronics,Delhi,1
USR07523,M00260,Dream Prints,Services,Hyderabad,1
USR07524,M00252,EliteSaloon & Spa,Services,Moradabad,1
USR07525,M00406,EliteSaloon & Spa,Services,Hyderabad,0
USR07526,M00154,FastWheels Rental,Travel & Transport,Vasai-Virar,1
USR07527,M00457,BusFleet Online,Travel & Transport,Allahabad,0
USR07528,M00006,GlobalMall,E-Commerce,Bareilly,1
USR07529,M00164,KartPlanet,E-Commerce,Bhopal,0
USR07530,M00360,FlexiFunds,Finance & Payment,Surat,1
USR07531,M00144,SpiceNation,Food & Beverages,Ranchi,1
USR07532,M00291,Pizza Planet,Food & Beverages,Dhanbad,1
USR07533,M00354,GoRide Mobility,Travel & Transport,Agra,0
USR07534,M00354,Medline Wellness,Health & Medical,Patna,1
USR07535,M00460,TechWorld,Electronics,Raipur,1
USR07536,M00072,Device Galaxy,Electronics,Indore,1
USR07537,M00406,ProFix Repairs,Services,Jaipur,1
USR07538,M00142,FlyHigh Airlines,Travel & Transport,Moradabad,1
USR07539,M00167,OfferBazaar,E-Commerce,Meerut,0
USR07540,M00275,FastWheels Rental,Travel & Transport,Kota,0
USR07541,M00024,HealthPlus Clinic,Health & Medical,Gwalior,1
USR07542,M00464,BharatMoney Transfer,Finance & Payment,Gurgaon,1
USR07543,M00024,PaySmart Wallet,Finance & Payment,Jalandhar,1
USR07544,M00406,QuickPay Systems,Finance & Payment,Jalandhar,0
USR07545,M00368,FastWheels Rental,Travel & Transport,Jabalpur,1
USR07546,M00403,UrbanCafe,Food & Beverages,Bhubaneswar,1
USR07547,M00143,GoodLife Healthcare,Health & Medical,Kanpur,0
USR07548,M00046,India Tour Trip,Travel & Transport,Hubli-Dharwad,1
USR07549,M00164,BharatMoney Transfer,Finance & Payment,Patna,1
USR07550,M00277,UrbanSheets,Home & Furniture,Coimbatore,1
USR07551,M00045,ClothCraft,Fashion & Apparel,Agra,0
USR07552,M00495,TrendZone,Fashion & Apparel,Ahmedabad,1
USR07553,M00206,GoRide Mobility,Travel & Transport,Aligarh,0
USR07554,M00476,GoodLife Healthcare,Health & Medical,Vadodara,0
USR07555,M00467,FreshChoice,Grocery & Supermarket,Bareilly,0
USR07556,M00305,TechWorld,Electronics,Rajkot,1
USR07557,M00238,ChaiWala Express,Food & Beverages,Jodhpur,0
USR07558,M00466,Kebab Junction,Food & Beverages,Vasai-Virar,0
USR07559,M00019,SmartGrocer,Grocery & Supermarket,Kota,1
USR07560,M00233,ElectroHub,Electronics,Chandigarh,1
USR07561,M00100,TrendDealz,E-Commerce,Faridabad,1
USR07562,M00192,WellnessStreet,Health & Medical,Kota,1
USR07563,M00024,TechWorld,Electronics,Jabalpur,0
USR07564,M00015,EliteSaloon & Spa,Services,Allahabad,1
USR07565,M00329,FlyHigh Airlines,Travel & Transport,Moradabad,1
USR07566,M00463,EliteSaloon & Spa,Services,Kanpur,1
USR07567,M00314,MediCart Store,Health & Medical,Meerut,1
USR07568,M00444,PaySmart Wallet,Finance & Payment,Bhopal,1
USR07569,M00419,RapidPay Services,Finance & Payment,Visakhapatnam,1
USR07570,M00125,StreetStyle,Fashion & Apparel,Moradabad,0
USR07571,M00237,Comfort Living,Home & Furniture,Indore,1
USR07572,M00488,MasterArt Studio,Services,Lucknow,0
USR07573,M00335,LivingSpaces,Home & Furniture,Ahmedabad,1
USR07574,M00092,UrbanWear,Fashion & Apparel,Rajkot,0
USR07575,M00046,GlobalMall,E-Commerce,Ranchi,1
USR07576,M00135,TasteWaves,Food & Beverages,Kolkata,0
USR07577,M00454,PremiumFurnish,Home & Furniture,Amritsar,0
USR07578,M00378,GlobalMall,E-Commerce,Mysore,1
USR07579,M00194,Comfort Living,Home & Furniture,Vadodara,0
USR07580,M00364,Royal Interiors,Home & Furniture,Kanpur,0
USR07581,M00373,SecureFinance Co,Finance & Payment,Chandigarh,0
USR07582,M00352,Gadget Point,Electronics,Jaipur,1
USR07583,M00259,ElectroHub,Electronics,Ludhiana,0
USR07584,M00327,CleanWash Laundry,Services,Kolkata,1
USR07585,M00174,LivingSpaces,Home & Furniture,Nashik,0
USR07586,M00114,HealthPlus Clinic,Health & Medical,Nashik,1
USR07587,M00161,DigitalMart,Electronics,Pimpri-Chinchwad,0
USR07588,M00062,FastWheels Rental,Travel & Transport,Faridabad,1
USR07589,M00083,HomeBasket,Grocery & Supermarket,Aurangabad,1
USR07590,M00275,CyberStore,Electronics,Howrah,1
USR07591,M00025,ElectroHub,Electronics,Dhanbad,1
USR07592,M00089,MasterArt Studio,Services,Dhanbad,1
USR07593,M00194,FlyHigh Airlines,Travel & Transport,Jodhpur,1
USR07594,M00453,CartCity,E-Commerce,Jaipur,0
USR07595,M00276,HealthFirst Pharmacy,Health & Medical,Guwahati,1
USR07596,M00323,ClothCraft,Fashion & Apparel,Kota,0
USR07597,M00330,KartPlanet,E-Commerce,Thane,0
USR07598,M00239,Speedy Travels,Travel & Transport,Aligarh,0
USR07599,M00358,FinTrust Corp,Finance & Payment,Kalyan-Dombivli,1
USR07600,M00215,SmartTech,Electronics,Coimbatore,0
USR07601,M00320,Creative Media,Services,Bhopal,0
USR07602,M00453,BusFleet Online,Travel & Transport,Meerut,0
USR07603,M00046,Burger World,Food & Beverages,Delhi,1
USR07604,M00181,HomeZone,Home & Furniture,Guwahati,0
USR07605,M00148,UrbanCafe,Food & Beverages,Mysore,0
USR07606,M00202,Speedy Travels,Travel & Transport,Jabalpur,0
USR07607,M00439,FastWheels Rental,Travel & Transport,Aurangabad,1
USR07608,M00287,Medline Wellness,Health & Medical,Amritsar,1
USR07609,M00247,SecureFinance Co,Finance & Payment,Hyderabad,0
USR07610,M00286,ClothCraft,Fashion & Apparel,Gurgaon,0
USR07611,M00483,PremiumFurnish,Home & Furniture,Chennai,1
USR07612,M00240,RoadMate Cars,Travel & Transport,Mumbai,1
USR07613,M00017,MegaOnline,E-Commerce,Hyderabad,1
USR07614,M00046,LivingSpaces,Home & Furniture,Ahmedabad,0
USR07615,M00160,GreenFarm Store,Grocery & Supermarket,Bangalore,0
USR07616,M00500,BharatMoney Transfer,Finance & Payment,Indore,1
USR07617,M00359,FoodKing,Food & Beverages,Coimbatore,1
USR07618,M00047,MegaMart,Fashion & Apparel,Dhanbad,1
USR07619,M00194,Comfort Living,Home & Furniture,Bhopal,1
USR07620,M00422,SmartTech,Electronics,Jaipur,0
USR07621,M00306,LivingSpaces,Home & Furniture,Tiruchirappalli,1
USR07622,M00251,PaySmart Wallet,Finance & Payment,Nagpur,0
USR07623,M00054,UrbanWear,Fashion & Apparel,Pimpri-Chinchwad,1
USR07624,M00393,PharmaTrust,Health & Medical,Jodhpur,0
USR07625,M00123,UrbanSheets,Home & Furniture,Vijayawada,1
USR07626,M00093,DigitalMart,Electronics,Howrah,0
USR07627,M00089,UrbanWear,Fashion & Apparel,Solapur,0
USR07628,M00393,SweetCorner,Food & Beverages,Amritsar,1
USR07629,M00169,FreshStyle,Fashion & Apparel,Solapur,1
USR07630,M00132,ExpressAuto Hire,Travel & Transport,Navi Mumbai,1
USR07631,M00100,LoanBridge Pvt Ltd,Finance & Payment,Jaipur,0
USR07632,M00131,CartCity,E-Commerce,Ranchi,0
USR07633,M00267,HealthPlus Clinic,Health & Medical,Tiruchirappalli,1
USR07634,M00032,CyberStore,Electronics,Srinagar,1
USR07635,M00408,MasterArt Studio,Services,Vijayawada,0
USR07636,M00387,Apollo Pharmacy,Health & Medical,Srinagar,1
USR07637,M00357,Creative Media,Services,Agra,1
USR07638,M00213,Medline Wellness,Health & Medical,Gurgaon,1
USR07639,M00236,FreshMart,Grocery & Supermarket,Nagpur,0
USR07640,M00019,DealBucket,E-Commerce,Raipur,0
USR07641,M00291,IndiaDeals,E-Commerce,Bareilly,1
USR07642,M00471,Royal Interiors,Home & Furniture,Mysore,0
USR07643,M00061,DecorPoint,Home & Furniture,Mumbai,0
USR07644,M00232,Gadget Point,Electronics,Chandigarh,0
USR07645,M00452,TasteWaves,Food & Beverages,Kota,1
USR07646,M00469,GreenFarm Store,Grocery & Supermarket,Pimpri-Chinchwad,1
USR07647,M00449,Medico Care,Health & Medical,Howrah,1
USR07648,M00380,MediCart Store,Health & Medical,Ghaziabad,0
USR07649,M00489,Dream Prints,Services,Vasai-Virar,1
USR07650,M00413,ProFix Repairs,Services,Madurai,1
USR07651,M00032,RapidPay Services,Finance & Payment,Srinagar,0
USR07652,M00284,EventPlus Management,Services,Ludhiana,0
USR07653,M00245,Biryani House,Food & Beverages,Pune,1
USR07654,M00258,SpiceNation,Food & Beverages,Jodhpur,0
USR07655,M00077,HomeZone,Home & Furniture,Varanasi,0
USR07656,M00154,SafePay Solutions,Finance & Payment,Patna,1
USR07657,M00499,TasteWaves,Food & Beverages,Varanasi,1
USR07658,M00058,HomeCraft Furnish,Home & Furniture,Howrah,0
USR07659,M00225,UrbanSheets,Home & Furniture,Aligarh,1
USR07660,M00164,CityCab Travels,Travel & Transport,Mumbai,1
USR07661,M00067,DigitalMart,Electronics,Kota,0
USR07662,M00128,GreenFarm Store,Grocery & Supermarket,Tiruchirappalli,1
USR07663,M00345,Laptronics,Electronics,Pimpri-Chinchwad,0
USR07664,M00013,FreshMart,Grocery & Supermarket,Rajkot,1
USR07665,M00474,HealthPlus Clinic,Health & Medical,Vijayawada,0
USR07666,M00015,MasterArt Studio,Services,Visakhapatnam,0
USR07667,M00480,HealthFirst Pharmacy,Health & Medical,Vijayawada,1
USR07668,M00073,ChaiWala Express,Food & Beverages,Chennai,0
USR07669,M00197,Medico Care,Health & Medical,Mysore,1
USR07670,M00333,India Tour Trip,Travel & Transport,Raipur,0
USR07671,M00386,TasteWaves,Food & Beverages,Tiruchirappalli,1
USR07672,M00008,HomeZone,Home & Furniture,Ranchi,1
USR07673,M00167,MetroTaxi Services,Travel & Transport,Delhi,0
USR07674,M00169,HomeBasket,Grocery & Supermarket,Vadodara,1
USR07675,M00279,HealthFirst Pharmacy,Health & Medical,Delhi,1
USR07676,M00492,GoldenGym Fitness,Other,Hubli-Dharwad,0
USR07677,M00471,Royal Interiors,Home & Furniture,Bhopal,1
USR07678,M00331,BuyBoss,E-Commerce,Solapur,1
USR07679,M00317,Apollo Pharmacy,Health & Medical,Vadodara,1
USR07680,M00165,TechStreet,Electronics,Madurai,0
USR07681,M00124,Device Galaxy,Electronics,Ludhiana,0
USR07682,M00444,Mobile Planet,Electronics,Rajkot,1
USR07683,M00177,MediCart Store,Health & Medical,Gurgaon,0
USR07684,M00052,OfferBazaar,E-Commerce,Salem,0
USR07685,M00369,CleanWash Laundry,Services,Mira-Bhayandar,1
USR07686,M00147,Speedy Travels,Travel & Transport,Varanasi,0
USR07687,M00480,ShopFlix,E-Commerce,Delhi,0
USR07688,M00138,Speedy Travels,Travel & Transport,Vijayawada,0
USR07689,M00148,CyberStore,Electronics,Mumbai,1
USR07690,M00168,FreshChoice,Grocery & Supermarket,Bhopal,0
USR07691,M00453,EliteSaloon & Spa,Services,Navi Mumbai,0
USR07692,M00408,ExpressAuto Hire,Travel & Transport,Bhubaneswar,0
USR07693,M00456,Royal Interiors,Home & Furniture,Salem,1
USR07694,M00302,MetroTaxi Services,Travel & Transport,Pune,1
USR07695,M00320,QuickPay Systems,Finance & Payment,Hyderabad,0
USR07696,M00343,TechWorld,Electronics,Aurangabad,1
USR07697,M00379,Creative Media,Services,Bhopal,0
